gene	gene_module	membership_score	gene_name	pfam
Hhon_g00536.t1	skyblue	0.664	prosaposin_like_1	SapA/
Hhon_g07953.t1	skyblue	0.662	failed_axon_connections_homolog_metaxin_like_GST_domain_containing	GST_N_4/GST_C_6/
Hhon_g07700.t1	skyblue	0.662	penta_EF_hand_domain_containing_1	EF-hand_7/EF-hand_5/
Hhon_g11258.t1	skyblue	0.656	cytochrome_b561	Cytochrom_B561/
Hhon_g09620.t1	skyblue	0.652	copine_8	C2/C2/Copine/
Hhon_g02328.t1	skyblue	0.652	DAB_adaptor_protein_2	PID/
Hhon_g08747.t1	skyblue	0.647		
Hhon_g06231.t1	skyblue	0.644	PDZ_domain_containing_1	PDZ/PDZ/PDZ/PDZ/
Hhon_g08685.t1	skyblue	0.636	pleckstrin_homology_domain_containing_B2	PH/
Hhon_g07526.t1	skyblue	0.624	neuropeptide_FF_receptor_2	7tm_1/
Hhon_g10720.t1	skyblue	0.621		
Hhon_orphan_758	skyblue	0.62	NA	NA
Hhon_g04994.t1	skyblue	0.619	glutathione_S_transferase_alpha_3	GST_C_3/
Hhon_g08056.t1	skyblue	0.619	DnaJ_heat_shock_protein_family_Hsp40_member_C22	TM2/TM2/TM2/TM2/
Hhon_g11336.t1	skyblue	0.615		CD20/
Hhon_g06750.t1	skyblue	0.608	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
Hhon_g08139.t1	skyblue	0.605	Rac_family_small_GTPase_1	Ras/
Hhon_g11337.t1	skyblue	0.601		
Hhon_g02006.t1	skyblue	0.598	cathepsin_D	Asp/
Hhon_orphan_1485	skyblue	0.597	NA	NA
Hhon_orphan_1402	skyblue	0.596	NA	NA
Hhon_g08761.t1	skyblue	0.596		
Hhon_g03302.t1	skyblue	0.593	bolA_family_member_1	BolA/
Hhon_g11722.t1	skyblue	0.587	transmembrane_serine_protease_15	EGF_3/EGF_CA/EGF_CA/SEA/EGF_CA/EGF_CA/EGF_CA/
Hhon_g11820.t1	skyblue	0.586		NB-ARC/
Hhon_g00388.t1	skyblue	0.583	deleted_in_malignant_brain_tumors_1	hEGF/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/hEGF/SRCR/EGF/SRCR/EGF/SRCR/SRCR/SRCR/EGF/hEGF/SRCR/hEGF/Ig_3/Ig_3/I-set/I-set/
Hhon_g07429.t1	skyblue	0.583		
Hhon_g10173.t1	skyblue	0.58	cubilin	CUB/CUB/CUB/
Hhon_g00346.t1	skyblue	0.579	protein_kinase_cAMP_dependent_type_I_regulatory_subunit_alpha	RIIa/cNMP_binding/cNMP_binding/
Hhon_g10912.t1	skyblue	0.575		Acetyltransf_1/Acetyltransf_18/
Hhon_g09715.t1	skyblue	0.571	poly_ADP_ribose_polymerase_family_member_3	SAP/WGR/PARP_reg/PARP/
Hhon_g10321.t1	skyblue	0.57	acyl_CoA_synthetase_family_member_2	T4_deiodinase/AMP-binding/AMP-binding_C/
Hhon_g04991.t1	skyblue	0.565	LEF1/TCF7/TCF7L1/TCF7L2	HMG_box/
Hhon_g09787.t1	skyblue	0.563		DBD_Tnp_Mut/MULE/SWIM/
Hhon_g04702.t1	skyblue	0.561	cyclin_D2	Cyclin_N/Cyclin_C/
Hhon_g11588.t1	skyblue	0.56	biphenyl_hydrolase_like	Abhydrolase_1/
Hhon_orphan_1876	skyblue	0.553	NA	NA
Hhon_g05451.t1	skyblue	0.552	5_nucleotidase_ecto	Metallophos/5_nucleotid_C/
Hhon_g05319.t1	skyblue	0.549	ninein_like	EF-hand_6/EF-hand_7/
Hhon_g11457.t1	skyblue	0.546	MAM_and_LDL_receptor_class_A_domain_containing_1	MAM/Kringle/SRCR/SRCR/
Hhon_g06672.t1	skyblue	0.545	cathepsin_B	Propeptide_C1/Peptidase_C1/
Hhon_g03084.t1	skyblue	0.544	solute_carrier_family_3_member_1	Alpha-amylase/
Hhon_g00480.t1	skyblue	0.541		
Hhon_g10093.t1	skyblue	0.539	phospholipid_scramblase_1	Scramblase/
Hhon_orphan_503	skyblue	0.536	NA	NA
Hhon_g01530.t1	skyblue	0.534	macrophage_migration_inhibitory_factor	MIF/
Hhon_g06476.t1	skyblue	0.534		CYTH/
Hhon_g07073.t1	skyblue	0.529	cubilin	CUB/CUB/CUB/
Hhon_g02652.t1	skyblue	0.528		Thioredoxin_4/
Hhon_g03550.t1	skyblue	0.527	ankyrin_repeat_and_sterile_alpha_motif_domain_containing_1B	PID/
Hhon_g03998.t1	skyblue	0.526		Laminin_G_1/Laminin_G_2/
Hhon_g09208.t1	skyblue	0.525	SKI_proto_oncogene	Ski_Sno/c-SKI_SMAD_bind/
Hhon_g05887.t1	skyblue	0.521		
Hhon_orphan_1698	skyblue	0.519	NA	NA
Hhon_g08885.t1	skyblue	0.519	catalase	Catalase/Catalase-rel/
Hhon_g10564.t1	skyblue	0.519		DOMON/DOMON/DOMON/
Hhon_g04779.t1	skyblue	0.517		
Hhon_g04796.t1	skyblue	0.513		
Hhon_g04623.t1	skyblue	0.507		CRT-like/
Hhon_g03812.t1	skyblue	0.502		Ependymin/
Hhon_g10045.t1	cyan	0.896		
Hhon_g03807.t1	cyan	0.889		Ependymin/
Hhon_g03808.t1	cyan	0.878		Ependymin/
Hhon_g00016.t1	cyan	0.875		
Hhon_g09138.t1	cyan	0.861		
Hhon_g02577.t1	cyan	0.858		Cupin_8/
Hhon_g04155.t1	cyan	0.85		
Hhon_g03856.t1	cyan	0.846	FAD_dependent_oxidoreductase_domain_containing_2	Pyr_redox_3/
Hhon_g01926.t1	cyan	0.838	transmembrane_serine_protease_9	Trypsin/
Hhon_g10046.t1	cyan	0.828		
Hhon_g03809.t1	cyan	0.826		
Hhon_g03153.t1	cyan	0.824	jumonji_domain_containing_7	Cupin_8/
Hhon_g07694.t1	cyan	0.822		
Hhon_g07441.t1	cyan	0.819		
Hhon_g09573.t1	cyan	0.813	tachykinin_receptor_2	7tm_1/
Hhon_g05182.t1	cyan	0.812	thrombospondin_3	LRR_5/LRR_8/LRR_8/LRR_8/LRR_8/LRR_5/LRR_8/EGF_CA/EGF_CA/EGF_3/TSP_3/TSP_3/TSP_3/TSP_3/TSP_3/TSP_3/TSP_C/Laminin_G_3/
Hhon_g06598.t1	cyan	0.806		CD20/
Hhon_g09522.t1	cyan	0.805		Cupin_8/
Hhon_g05058.t1	cyan	0.803		
Hhon_g01869.t1	cyan	0.803		Cupin_8/
Hhon_g06271.t1	cyan	0.802		
Hhon_g06272.t1	cyan	0.795		
Hhon_g02567.t1	cyan	0.793		
Hhon_g06432.t1	cyan	0.78	lysine_demethylase_8	Cupin_8/
Hhon_g06781.t1	cyan	0.78	insulin_like_growth_factor_2_mRNA_binding_protein_2	RRM_1/KH_1/KH_1/KH_1/
Hhon_g07818.t1	cyan	0.779	syntaxin_1B	Syntaxin/SNARE/
Hhon_g07527.t1	cyan	0.774	tachykinin_receptor_3	7tm_1/
Hhon_g01879.t1	cyan	0.774	lysine_demethylase_8	Cupin_8/
Hhon_g11014.t1	cyan	0.772		
Hhon_g07715.t1	cyan	0.772		
Hhon_g01874.t1	cyan	0.772		2OG-FeII_Oxy_4/2OG-FeII_Oxy_3/
Hhon_g08514.t1	cyan	0.767		
Hhon_g06652.t1	cyan	0.767		
Hhon_g04060.t1	cyan	0.759	leucyl_and_cystinyl_aminopeptidase	Peptidase_M1_N/Peptidase_M1/ERAP1_C/ERAP1_C/
Hhon_g10429.t1	cyan	0.756		
Hhon_g11065.t1	cyan	0.755		DUF4735/
Hhon_g03157.t1	cyan	0.751	CD63_molecule	Tetraspanin/
Hhon_g00661.t1	cyan	0.748	tRNA_yW_synthesizing_protein_5	Cupin_8/
Hhon_g06938.t1	cyan	0.747	transmembrane_protein_26	Tmem26/
Hhon_g06837.t1	cyan	0.743	mucin_4_cell_surface_associated	NIDO/VWD/EGF_CA/EGF_CA/cEGF/EGF_3/EGF_CA/SEA/EGF_CA/EGF_CA/
Hhon_g06253.t1	cyan	0.741	signal_peptide_CUB_domain_and_EGF_like_domain_containing_1	Ephrin_rec_like/Ephrin_rec_like/
Hhon_g10132.t1	cyan	0.741	peroxiredoxin_2	AhpC-TSA/1-cysPrx_C/
Hhon_g04165.t1	cyan	0.738	tankyrase	Ank_2/Ank/
Hhon_g01871.t1	cyan	0.735	lysine_demethylase_8	Cupin_8/
Hhon_g02166.t1	cyan	0.734		
Hhon_g06820.t1	cyan	0.733		
Hhon_g11915.t1	cyan	0.724		
Hhon_g06555.t1	cyan	0.72	solute_carrier_family_6_member_13	SNF/
Hhon_g01880.t1	cyan	0.72		2OG-FeII_Oxy_3/
Hhon_g04076.t1	cyan	0.719	somatostatin_receptor_2	7tm_1/
Hhon_g06327.t1	cyan	0.718		
Hhon_g01033.t1	cyan	0.717		FAD_binding_4/ALO/
Hhon_g07884.t1	cyan	0.714	phospholipid_scramblase_1	Scramblase/
Hhon_g03476.t1	cyan	0.713	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_4/Ank_4/Ank_2/Ank_4/Ank/Ank_2/Ank_2/Ion_trans/
Hhon_g03769.t1	cyan	0.712	netrin_1	Laminin_EGF/Laminin_EGF/NTR/
Hhon_orphan_2490	cyan	0.711	NA	NA
Hhon_g06634.t1	cyan	0.708	HEY1/HEY2/HEYL	HLH/
Hhon_g04755.t1	cyan	0.707	kinesin_family_member_1A	Kinesin/KIF1B/
Hhon_g02656.t1	cyan	0.705		PID_2/
Hhon_g08713.t1	cyan	0.704	caspase_3	Peptidase_C14/
Hhon_g04380.t1	cyan	0.704	prominin_1	Prominin/
Hhon_g05414.t1	cyan	0.703	growth_factor_receptor_bound_protein_2	SH3_2/SH3_1/SH3_1/
Hhon_g00003.t1	cyan	0.703		
Hhon_g03851.t1	cyan	0.701	FAD_dependent_oxidoreductase_domain_containing_2	Pyr_redox_3/
Hhon_g03234.t1	cyan	0.699	kinesin_family_member_1B	Kinesin/
Hhon_g09279.t1	cyan	0.698	cyclic_nucleotide_binding_domain_containing_2	cNMP_binding/
Hhon_g06060.t1	cyan	0.697	mucin_4_cell_surface_associated	SRCR/SRCR/SRCR/I-set/EGF_CA/EGF_3/NIDO/EGF_CA/EGF_CA/FXa_inhibition/EGF_CA/EGF_CA/EGF_CA/EGF_3/SEA/EGF_CA/EGF_CA/EGF_CA/
Hhon_g09589.t1	cyan	0.691	contactin_3	Ig_3/Ig_3/I-set/Ig_3/I-set/fn3/fn3/fn3/fn3/Bravo_FIGEY/
Hhon_g10206.t1	cyan	0.689	synaptotagmin_1	C2/C2/
Hhon_g01763.t1	cyan	0.688		Death/
Hhon_g02663.t1	cyan	0.685	solute_carrier_family_18_member_B1	MFS_1/
Hhon_g06754.t1	cyan	0.684	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
Hhon_g07137.t1	cyan	0.684	arachidonate_5_lipoxygenase	PLAT/Lipoxygenase/
Hhon_g01198.t1	cyan	0.684	kinesin_family_member_C3	Microtub_bd/
Hhon_g05410.t1	cyan	0.682	phospholipase_A2_group_IB	Phospholip_A2_1/
Hhon_g05235.t1	cyan	0.682	inositol_1_4_5_trisphosphate_receptor_type_1	Ins145_P3_rec/MIR/RYDR_ITPR/RYDR_ITPR/RIH_assoc/Ion_trans/
Hhon_g09216.t1	cyan	0.68	HES1/HES2/HES3/HES4/HES5/HES6/HES7	HLH/Hairy_orange/
Hhon_g04154.t1	cyan	0.679	filamin_C	CH/CH/CH/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/
Hhon_g06448.t1	cyan	0.669		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/COR/Death/
Hhon_g10960.t1	cyan	0.669	mucin_4_cell_surface_associated	SRCR/SRCR/EGF/EGF/SRCR/SRCR/Ig_3/hEGF/EGF_CA/EGF/EGF_CA/EGF_CA/NIDO/EGF_CA/EGF_CA/EGF_CA/
Hhon_g00271.t1	cyan	0.667		
Hhon_g02295.t1	cyan	0.664	neuropeptide_FF_receptor_2	7tm_1/
Hhon_g02296.t1	cyan	0.662		
Hhon_g06274.t1	cyan	0.659		
Hhon_g05901.t1	cyan	0.656	sodium_channel_epithelial_1_subunit_beta	ASC/
Hhon_g10558.t1	cyan	0.652		
Hhon_orphan_1834	cyan	0.651	NA	NA
Hhon_g07617.t1	cyan	0.651	nucleobindin_2	EF-hand_7/
Hhon_g11666.t1	cyan	0.651	neuropeptide_FF_receptor_2	7tm_1/
Hhon_g09214.t1	cyan	0.646	C1q_and_TNF_related_12	
Hhon_g03195.t1	cyan	0.644	LHFPL_tetraspan_subfamily_member_6	L_HMGIC_fpl/
Hhon_g06832.t1	cyan	0.644	chromosome_X_open_reading_frame_65	Il2rg/
Hhon_g09816.t1	cyan	0.642		
Hhon_g00218.t1	cyan	0.641		
Hhon_g09009.t1	cyan	0.641	cathepsin_S	Inhibitor_I29/Peptidase_C1/
Hhon_g00118.t1	cyan	0.641	adhesion_G_protein_coupled_receptor_D1	Lectin_C/GPS/7tm_2/
Hhon_g06556.t1	cyan	0.639	solute_carrier_family_6_member_13	SNF/
Hhon_g07409.t1	cyan	0.637	calcium_and_integrin_binding_family_member_2	EF-hand_7/
Hhon_g00227.t1	cyan	0.634		Patatin/
Hhon_g08463.t1	cyan	0.634	zinc_finger_protein_474	zf-C2HC_2/zf-C2HC_2/zf-C2HC_2/zf-C2HC_2/zf-C2HC_2/zf-C2HC_2/
Hhon_g07072.t1	cyan	0.634	CAP_Gly_domain_containing_linker_protein_3	Ank_2/
Hhon_g07968.t1	cyan	0.632		
Hhon_g10124.t1	cyan	0.631		
Hhon_g00833.t1	cyan	0.631	sortilin_related_VPS10_domain_containing_receptor_1	Sortilin-Vps10/Sortilin_C/
Hhon_g07292.t1	cyan	0.631	NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8	Homeodomain/
Hhon_g09666.t1	cyan	0.63	dynein_axonemal_heavy_chain_3	DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/
Hhon_g04804.t1	cyan	0.627	transmembrane_channel_like_5	TMC/
Hhon_g06553.t1	cyan	0.626	solute_carrier_family_6_member_13	SNF/
Hhon_orphan_496	cyan	0.626	NA	NA
Hhon_orphan_1231	cyan	0.625	NA	NA
Hhon_g04156.t1	cyan	0.623		
Hhon_g01985.t1	cyan	0.621	GLI_pathogenesis_related_2	CAP/CAP/CAP/CAP/
Hhon_g02750.t1	cyan	0.619	alkaline_phosphatase_placental	Alk_phosphatase/
Hhon_orphan_355	cyan	0.619	NA	NA
Hhon_g08898.t1	cyan	0.618		
Hhon_g11607.t1	cyan	0.615		
Hhon_g05364.t1	cyan	0.615	cytochrome_P450_family_7_subfamily_A_member_1	p450/
Hhon_g09374.t1	cyan	0.614	actin_binding_LIM_protein_1	LIM/LIM/
Hhon_g08338.t1	cyan	0.609		
Hhon_orphan_1910	cyan	0.606	NA	NA
Hhon_g06974.t1	cyan	0.605		LRR_8/LRR_8/LRR_8/LRR_5/LRR_8/
Hhon_g03154.t1	cyan	0.605	jumonji_domain_containing_7	Cupin_8/
Hhon_g01037.t1	cyan	0.604		
Hhon_g09036.t1	cyan	0.603		zf-LITAF-like/
Hhon_g04478.t1	cyan	0.603	ADP_ribosylation_factor_like_GTPase_2_binding_protein	ARL2_Bind_BART/
Hhon_g08102.t1	cyan	0.601	phospholipase_A2_group_IIF	Phospholip_A2_1/
Hhon_g06907.t1	cyan	0.598		
Hhon_g07241.t1	cyan	0.598		
Hhon_g00414.t1	cyan	0.597	semaphorin_5B	Sema/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/
Hhon_orphan_1002	cyan	0.596	NA	NA
Hhon_g04519.t1	cyan	0.596	transient_receptor_potential_cation_channel_subfamily_M_member_2	LSDAT_euk/Ion_trans/
Hhon_g07407.t1	cyan	0.595		
Hhon_orphan_480	cyan	0.595	NA	NA
Hhon_g03089.t1	cyan	0.594	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g09618.t1	cyan	0.594		TPR_12/TPR_10/TPR_12/Roc/COR/
Hhon_g00330.t1	cyan	0.592	synaptic_vesicle_glycoprotein_2B	MFS_1/
Hhon_g09433.t1	cyan	0.589	DnaJ_heat_shock_protein_family_Hsp40_member_C1	DnaJ/
Hhon_orphan_1994	cyan	0.589	NA	NA
Hhon_g02483.t1	cyan	0.583	solute_carrier_family_7_member_9	AA_permease_2/
Hhon_g11202.t1	cyan	0.583		Patatin/
Hhon_orphan_1151	cyan	0.583	NA	NA
Hhon_g05701.t1	cyan	0.582	methylthioribose_1_phosphate_isomerase_1	
Hhon_g06913.t1	cyan	0.581	ubiquitin_conjugating_enzyme_E2_J2	UQ_con/
Hhon_g07448.t1	cyan	0.581	NIMA_related_kinase_7	Pkinase/
Hhon_g00150.t1	cyan	0.58	regulating_synaptic_membrane_exocytosis_1	FYVE_2/C2/C2/
Hhon_orphan_1387	cyan	0.579	NA	NA
Hhon_g05321.t1	cyan	0.577	solute_carrier_family_44_member_4	Choline_transpo/
Hhon_g08592.t1	cyan	0.575	acyl_CoA_dehydrogenase_very_long_chain	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
Hhon_g10885.t1	cyan	0.574	beta_1_4_N_acetyl_galactosaminyltransferase_4	PA14/CHGN/
Hhon_g07976.t1	cyan	0.574	phospholipid_scramblase_1	Scramblase/
Hhon_g07167.t1	cyan	0.574	solute_carrier_family_39_member_13	Zip/
Hhon_g09619.t1	cyan	0.574	Fas_associated_via_death_domain	TPR_8/TPR_12/TPR_8/TPR_12/COR/Death/
Hhon_g06430.t1	cyan	0.573	lysine_demethylase_8	Cupin_8/
Hhon_g01870.t1	cyan	0.572		Cupin_8/
Hhon_g03670.t1	cyan	0.568	trace_amine_associated_receptor_8	7tm_1/
Hhon_g03854.t1	cyan	0.567	FAD_dependent_oxidoreductase_domain_containing_2	Pyr_redox_3/
Hhon_g04136.t1	cyan	0.567	frizzled_class_receptor_1	Fz/Frizzled/
Hhon_g04535.t1	cyan	0.566		VWA/
Hhon_g10135.t1	cyan	0.565	acid_sensing_ion_channel_subunit_2	ASC/
Hhon_orphan_2356	cyan	0.561	NA	NA
Hhon_g04255.t1	cyan	0.56		
Hhon_g07419.t1	cyan	0.559	leucine_rich_repeat_kinase_2	MBT/LRR_8/LRR_8/Roc/COR/TIR_2/TIR_2/
Hhon_g03320.t1	cyan	0.558	apoptotic_peptidase_activating_factor_1	NB-ARC/APAF1_C/WD40/WD40/WD40/WD40/WD40/WD40/
Hhon_g04803.t1	cyan	0.558	transmembrane_channel_like_7	TMC/
Hhon_g06901.t1	cyan	0.557	ferritin_light_chain	Ferritin/
Hhon_g07712.t1	cyan	0.557		
Hhon_g00363.t1	cyan	0.554	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_4/Ank_2/Ank_2/Ank_2/
Hhon_g03350.t1	cyan	0.554	kinase_non_catalytic_C_lobe_domain_containing_1	RasGEF_N/RasGEF/
Hhon_g00066.t1	cyan	0.553	bone_morphogenetic_protein_2	TGFb_propeptide/TGF_beta/
Hhon_g08777.t1	cyan	0.553	choline_dehydrogenase	GMC_oxred_N/GMC_oxred_C/
Hhon_g06783.t1	cyan	0.552	A_kinase_anchoring_protein_9	PACT_coil_coil/
Hhon_g03951.t1	cyan	0.552	poly_ADP_ribose_polymerase_1	Spond_N/zf-PARP/PADR1/WGR/PARP_reg/PARP/
Hhon_g11693.t1	cyan	0.551	crumbs_cell_polarity_complex_component_1	EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/hEGF/EGF/hEGF/hEGF/EGF/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/hEGF/EGF/
Hhon_g07777.t1	cyan	0.551		
Hhon_g06416.t1	cyan	0.55	CAP_Gly_domain_containing_linker_protein_2	CAP_GLY/
Hhon_g11123.t1	cyan	0.549		
Hhon_g11680.t1	cyan	0.548		Acetyltransf_10/Acetyltransf_18/
Hhon_g09068.t1	cyan	0.546		CECR6_TMEM121/
Hhon_g04834.t1	cyan	0.545	polyamine_oxidase	Amino_oxidase/
Hhon_g11932.t1	cyan	0.542	SET_and_MYND_domain_containing_2	
Hhon_g03227.t1	cyan	0.542	mucin_4_cell_surface_associated	NIDO/VWD/cEGF/FXa_inhibition/EGF_CA/
Hhon_g03934.t1	cyan	0.542	calmodulin_1	EF-hand_7/EF-hand_7/
Hhon_g02898.t1	cyan	0.54	opsin_4	7tm_1/
Hhon_g09925.t1	cyan	0.535	serine_protease_12	SRCR/SRCR/EGF_3/EGF_CA/EGF_3/NIDO/EGF_CA/EGF_CA/FXa_inhibition/EGF_CA/EGF_CA/FXa_inhibition/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/SEA/EGF_CA/EGF_CA/
Hhon_g08627.t1	cyan	0.535	thimet_oligopeptidase_1	Peptidase_M3/
Hhon_g10867.t1	cyan	0.535	PKHD1_like_1	TIG/TIG/TIG/TIG/TIG/TIG/TIG/TIG/TIG/TIG/TIG/TIG/TIG/G8/G8/Cadherin/Cadherin/
Hhon_g06481.t1	cyan	0.533	5_nucleotidase_ecto	Metallophos/5_nucleotid_C/
Hhon_g05109.t1	cyan	0.533	mirror_image_polydactyly_1	
Hhon_g10381.t1	cyan	0.532	F_box_protein_36	F-box-like/
Hhon_g00765.t1	cyan	0.532	RIMS_binding_protein_2	SH3_2/SH3_9/
Hhon_g09055.t1	cyan	0.532	solute_carrier_family_28_member_3	Nucleos_tra2_N/Gate/Nucleos_tra2_C/
Hhon_g03111.t1	cyan	0.532	coiled_coil_domain_containing_88C	HOOK_N/
Hhon_g01276.t1	cyan	0.531	transmembrane_channel_like_3	TMC/
Hhon_g00171.t1	cyan	0.528	glutamate_metabotropic_receptor_5	ANF_receptor/NCD3G/7tm_3/FGE-sulfatase/FGE-sulfatase/Methyltransf_25/
Hhon_orphan_2547	cyan	0.526	NA	NA
Hhon_g03855.t1	cyan	0.526	FAD_dependent_oxidoreductase_domain_containing_2	Pyr_redox_3/
Hhon_g05314.t1	cyan	0.525		Ank_4/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/
Hhon_g04065.t1	cyan	0.524	glutamyl_aminopeptidase	Peptidase_M1_N/Peptidase_M1/ERAP1_C/
Hhon_g06429.t1	cyan	0.522	lysine_demethylase_8	Cupin_8/
Hhon_orphan_1761	cyan	0.522	NA	NA
Hhon_g06482.t1	cyan	0.522	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g09748.t1	cyan	0.521	formimidoyltransferase_cyclodeaminase	FTCD/FTCD_C/
Hhon_g01247.t1	cyan	0.519	synaptotagmin_10	C2/C2/
Hhon_g05470.t1	cyan	0.519	anoctamin_4	Anoct_dimer/Anoctamin/
Hhon_g02569.t1	cyan	0.519	NA;zf-met.HG25.0	zf-C2H2/zf-met/zf-C2H2_6/zf-C2H2/zf-C2H2_6/zf-C2H2_6/
Hhon_g09590.t1	cyan	0.519		
Hhon_g06287.t1	cyan	0.518	ATP_binding_cassette_subfamily_G_member_1	ABC_tran/ABC2_membrane_7/ABC2_membrane/
Hhon_g01751.t1	cyan	0.518		
Hhon_orphan_1996	cyan	0.517	NA	NA
Hhon_g05031.t1	cyan	0.517	contactin_associated_protein_family_member_5	Laminin_G_1/Laminin_G_2/Laminin_G_2/
Hhon_g01918.t1	cyan	0.516	adrenoceptor_alpha_1A	7tm_1/
Hhon_g11155.t1	cyan	0.515	neuropeptide_Y_receptor_Y2	7tm_1/
Hhon_g11840.t1	cyan	0.515		TPR_12/TPR_12/TPR_12/
Hhon_g04667.t1	cyan	0.513		
Hhon_orphan_10	cyan	0.513	NA	NA
Hhon_g04350.t1	cyan	0.511	DnaJ_heat_shock_protein_family_Hsp40_member_B9	DnaJ/
Hhon_g02269.t1	cyan	0.511	fibronectin_type_III_and_ankyrin_repeat_domains_1	Ank_2/Ank_2/Ank_2/
Hhon_g09463.t1	cyan	0.51	adrenoceptor_alpha_1A	7tm_1/
Hhon_g11162.t1	cyan	0.51		
Hhon_g03464.t1	cyan	0.51		
Hhon_g10086.t1	cyan	0.508	solute_carrier_family_6_member_5	SNF/
Hhon_g06601.t1	cyan	0.507	amnion_associated_transmembrane_protein	Amnionless/
Hhon_g01762.t1	cyan	0.506	solute_carrier_family_23_member_2	Xan_ur_permease/
Hhon_g09174.t1	cyan	0.506		
Hhon_g00062.t1	cyan	0.506	FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead/
Hhon_g07743.t1	cyan	0.506	glutathione_S_transferase_theta_1	GST_N/GST_C/
Hhon_g10130.t1	cyan	0.504	adhesion_G_protein_coupled_receptor_L2	Ig_3/GAIN/GPS/7tm_2/
Hhon_g07635.t1	cyan	0.503	dynein_axonemal_heavy_chain_14	DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/Dynein_C/
Hhon_g11606.t1	cyan	0.502		
Hhon_g00673.t1	cyan	0.5	translocator_protein	TspO_MBR/TspO_MBR/
Hhon_g10465.t1	lightcyan1	0.974		
Hhon_g08453.t1	lightcyan1	0.968		
Hhon_g08759.t1	lightcyan1	0.967		
Hhon_g10464.t1	lightcyan1	0.966		
Hhon_g10486.t1	lightcyan1	0.96		
Hhon_g06006.t1	lightcyan1	0.956	prosaposin_like_1	
Hhon_g10466.t1	lightcyan1	0.935		
Hhon_g03936.t1	lightcyan1	0.925		
Hhon_g10484.t1	lightcyan1	0.924		
Hhon_orphan_2346	lightcyan1	0.916	NA	NA
Hhon_g06804.t1	lightcyan1	0.902		
Hhon_orphan_1196	lightcyan1	0.901	NA	NA
Hhon_g08454.t1	lightcyan1	0.898		
Hhon_orphan_1685	lightcyan1	0.892	NA	NA
Hhon_g10485.t1	lightcyan1	0.885		
Hhon_g11442.t1	lightcyan1	0.849		
Hhon_g02152.t1	lightcyan1	0.833		
Hhon_g04861.t1	lightcyan1	0.819		TPR_12/TPR_1/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_10/TPR_12/TPR_7/TPR_12/TPR_12/Death/
Hhon_g07592.t1	lightcyan1	0.816	caspase_3	CARD/Peptidase_C14/
Hhon_g11443.t1	lightcyan1	0.781		
Hhon_g11043.t1	lightcyan1	0.778	chloride_channel_accessory_1	CLCA/VWA/
Hhon_g00375.t1	lightcyan1	0.734	signal_transducer_and_activator_of_transcription_6	
Hhon_orphan_1811	lightcyan1	0.662	NA	NA
Hhon_orphan_2393	lightcyan1	0.516	NA	NA
Hhon_orphan_1345	lightcyan1	0.513	NA	NA
Hhon_g05588.t1	skyblue3	0.979		Synaptobrevin/
Hhon_g05207.t1	skyblue3	0.958		
Hhon_g00341.t1	skyblue3	0.938		
Hhon_g00344.t1	skyblue3	0.921	signal_transducer_and_activator_of_transcription_4	
Hhon_g10487.t1	skyblue3	0.913		
Hhon_g05589.t1	skyblue3	0.906		Synaptobrevin/
Hhon_orphan_1025	skyblue3	0.901	NA	NA
Hhon_g04749.t1	skyblue3	0.896		
Hhon_g02165.t1	skyblue3	0.893		
Hhon_orphan_1114	skyblue3	0.892	NA	NA
Hhon_g11889.t1	skyblue3	0.887		
Hhon_g11947.t1	skyblue3	0.874		
