#species_file	protein_name	nb_OG_fused	list_fused_OGs
Clacor.fasta	Clacor_Ccor_C532265_01	2	OG_5342 OG_6283
Pbac.fasta	Pbac_sb2648342	4	OG_167 OG_234 OG_3646 OG_5803
Xestes.fasta	Xestes_maker-XT_scaffold389-augustus-gene-0.15-mRNA-1	2	OG_2232 OG_2273
Gasp.fasta	Gasp_gasp1.m3.16441.m1	2	OG_2249 OG_6625
Xestes.fasta	Xestes_maker-XT_scaffold39164-augustus-gene-0.10-mRNA-1	2	OG_523 OG_6490
Aque.fasta	Aque_Aqu2.1.37101_001	2	OG_1637 OG_6484
Mbre.fasta	Mbre_EDQ87818	2	OG_3475 OG_6313
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P018149	2	OG_3999 OG_6179
Sanmal.fasta	Sanmal_Sma_027752-T1	2	OG_2236 OG_2360
Salinf.fasta	Salinf_EP00049_Salpingoeca_infusionum_P015379	2	OG_2585 OG_4309
Xestes.fasta	Xestes_maker-XT_scaffold3933-augustus-gene-0.26-mRNA-1	2	OG_953 OG_5898
Xestes.fasta	Xestes_maker-XT_scaffold3936-augustus-gene-0.24-mRNA-1	2	OG_339 OG_6054
Adig.fasta	Adig_XM_015915946.1	2	OG_2158 OG_6306
Pocdam.fasta	Pocdam_XM_027201191.1	2	OG_2324 OG_2898
Gfas.fasta	Gfas_gfas1.m1.1266.m1	3	OG_1024 OG_3001 OG_6817
Pbac.fasta	Pbac_sb2648476	2	OG_1019 OG_5484
Pbac.fasta	Pbac_sb2648475	2	OG_954 OG_2164
Xestes.fasta	Xestes_maker-XT_scaffold3964-augustus-gene-0.6-mRNA-1	2	OG_4159 OG_5702
Sanmal.fasta	Sanmal_Sma_028000-T1	2	OG_3348 OG_5886
Tetwil.fasta	Tetwil_g20964.t1	2	OG_397 OG_1859
Mbre.fasta	Mbre_EDQ87922	2	OG_2512 OG_5833
Pbac.fasta	Pbac_sb2648531	2	OG_871 OG_5872
Acagra.fasta	Acagra_model.g5394.t1	2	OG_261 OG_1484
Sanmal.fasta	Sanmal_Sma_028135-T1	2	OG_1264 OG_5169
Mbre.fasta	Mbre_EDQ87943	2	OG_1842 OG_6395
Hhon.fasta	Hhon_g00360.t1	2	OG_2209 OG_2581
Emue.fasta	Emue_Em0016g1022a.t1	2	OG_2638 OG_3103
Pbac.fasta	Pbac_sb2648542	2	OG_3827 OG_4491
Amil.fasta	Amil_Amillepora15208-RA	2	OG_2173 OG_3000
Nemnom.fasta	Nemnom_g2904.t1	2	OG_798 OG_2653
Sros.fasta	Sros_EGD80672	2	OG_4183 OG_4424
Xestes.fasta	Xestes_maker-XT_scaffold4020-augustus-gene-0.16-mRNA-1	2	OG_1116 OG_6065
Mbre.fasta	Mbre_EDQ87973	2	OG_1523 OG_4565
Emue.fasta	Emue_Em0016g1057a.t1	2	OG_755 OG_756
Diagra.fasta	Diagra_EP00040_Diaphanoeca_grandis_P014358	2	OG_1611 OG_3557
Adig.fasta	Adig_XM_015916146.1	2	OG_1595 OG_3181
Mbre.fasta	Mbre_EDQ88026	2	OG_5323 OG_6772
Hvul.fasta	Hvul_g11219_1	2	OG_2321 OG_5685
Emue.fasta	Emue_Em0016g1089a.t1	2	OG_1519 OG_6151
Acaspe.fasta	Acaspe_EP00035_Acanthoeca_spectabilis_P039107	2	OG_5990 OG_6087
Hvul.fasta	Hvul_g11236_1	2	OG_1075 OG_1660
Xestes.fasta	Xestes_maker-XT_scaffold4110-augustus-gene-0.16-mRNA-1	2	OG_174 OG_1878
Aque.fasta	Aque_Aqu2.1.10740_001	2	OG_626 OG_2848
Hvul.fasta	Hvul_g11270_1	2	OG_2736 OG_5444
Mbre.fasta	Mbre_EDQ88108	2	OG_782 OG_1878
Xestes.fasta	Xestes_maker-XT_scaffold41285-snap-gene-0.7-mRNA-1	2	OG_323 OG_941
Emue.fasta	Emue_Em0016g1116a.t1	2	OG_1739 OG_2775
Emue.fasta	Emue_Em0016g1114a.t1	2	OG_3398 OG_5402
Rhoesc.fasta	Rhoesc_Res_001528-T1	2	OG_2325 OG_5950
Mbre.fasta	Mbre_EDQ88165	2	OG_299 OG_5178
Acagra.fasta	Acagra_model.g5705.t1	2	OG_6025 OG_6306
Hvul.fasta	Hvul_g32183_1	2	OG_1016 OG_2091
Emue.fasta	Emue_Em0016g1177a.t1	2	OG_2310 OG_3855
Gracom.fasta	Gracom_Gcom_scaffold4781_01	2	OG_103 OG_1626
Pbac.fasta	Pbac_sb2648870	2	OG_989 OG_1214
Mbre.fasta	Mbre_EDQ88213	2	OG_745 OG_2030
Acaspe.fasta	Acaspe_EP00035_Acanthoeca_spectabilis_P039431	2	OG_6111 OG_6730
Xesp.fasta	Xesp_015429-T1	2	OG_1990 OG_6257
Xestes.fasta	Xestes_maker-XT_scaffold4254-augustus-gene-0.12-mRNA-1	2	OG_4617 OG_5938
Mbre.fasta	Mbre_EDQ88240	2	OG_354 OG_1671
Acagra.fasta	Acagra_model.g5776.t1	3	OG_282 OG_2421 OG_4242
Morvir.fasta	Morvir_scaffold592.g1.t1	2	OG_448 OG_6375
Pbac.fasta	Pbac_sb2648936	2	OG_2166 OG_4215
Morvir.fasta	Morvir_scaffold121.g108.t1	2	OG_3732 OG_6672
Hvul.fasta	Hvul_g32265_1	2	OG_700 OG_5863
Didcos.fasta	Didcos_EP00039_Didymoeca_costata_P020750	2	OG_3354 OG_6782
Spis.fasta	Spis_XP_022794419_1	2	OG_2249 OG_6625
Pbac.fasta	Pbac_sb2648964	2	OG_869 OG_2953
Tetwil.fasta	Tetwil_g21305.t2	2	OG_5342 OG_6283
Stycar.fasta	Stycar_maker-SC_scaffold106879-snap-gene-0.22-mRNA-1	3	OG_6304 OG_6444 OG_6690
Acagra.fasta	Acagra_model.g5810.t1	2	OG_99 OG_297
Nemnom.fasta	Nemnom_g3199.t1	2	OG_2648 OG_5745
Stycar.fasta	Stycar_maker-SC_scaffold10708-snap-gene-0.13-mRNA-1	2	OG_2888 OG_3038
Spis.fasta	Spis_XP_022794491_1	2	OG_1492 OG_3527
Xesp.fasta	Xesp_015562-T1	2	OG_3030 OG_5641
Tetwil.fasta	Tetwil_g21345.t1	2	OG_2475 OG_5817
Tetwil.fasta	Tetwil_g21347.t1	2	OG_3659 OG_4676
Hhon.fasta	Hhon_g00669.t1	2	OG_1676 OG_2383
Sros.fasta	Sros_EGD81049	2	OG_289 OG_442
Xestes.fasta	Xestes_maker-XT_scaffold4342-augustus-gene-0.41-mRNA-1	2	OG_1584 OG_4256
Xestes.fasta	Xestes_maker-XT_scaffold43444-snap-gene-0.15-mRNA-1	2	OG_2307 OG_2617
Morvir.fasta	Morvir_scaffold121.g189.t1	2	OG_3234 OG_6085
Aque.fasta	Aque_Aqu2.1.11056_001	2	OG_803 OG_3039
Hvul.fasta	Hvul_g32346_1	2	OG_895 OG_947
Mbre.fasta	Mbre_EDQ88360	2	OG_1493 OG_4231
Tetwil.fasta	Tetwil_g21370.t1	2	OG_212 OG_4342
Nvec.fasta	Nvec_NVE24530	2	OG_2436 OG_3168
Morvir.fasta	Morvir_scaffold121.g221.t1	2	OG_1968 OG_4857
Morvir.fasta	Morvir_scaffold121.g247.t1	2	OG_2641 OG_6352
Gfas.fasta	Gfas_gfas1.m1.13318.m1	2	OG_5083 OG_6501
Nemnom.fasta	Nemnom_g3286.t1	2	OG_17 OG_674
Sros.fasta	Sros_EGD81139	2	OG_1238 OG_5301
Hvul.fasta	Hvul_g32444_1	2	OG_2229 OG_5312
Pbac.fasta	Pbac_sb2649160	2	OG_5980 OG_6483
Choper.fasta	Choper_EP00045_Choanoeca_perplexa_P014791	2	OG_3069 OG_6084
Morvir.fasta	Morvir_scaffold121.g27.t1	2	OG_4642 OG_6341
Morvir.fasta	Morvir_scaffold121.g286.t1	2	OG_1822 OG_4840
Xestes.fasta	Xestes_maker-XT_scaffold4422-snap-gene-0.27-mRNA-1	2	OG_715 OG_1616
Pbac.fasta	Pbac_sb2649201	2	OG_1227 OG_3856
Salurc.fasta	Salurc_EP00051_Salpingoeca_urceolata_P027381	2	OG_3778 OG_5696
Rhoesc.fasta	Rhoesc_Res_001829-T1	2	OG_554 OG_755
Morvir.fasta	Morvir_scaffold121.g321.t1	2	OG_4490 OG_4757
Morvir.fasta	Morvir_scaffold5.g162.t2	2	OG_489 OG_4624
Xesp.fasta	Xesp_015751-T1	2	OG_241 OG_6204
Hvul.fasta	Hvul_g11703_1	2	OG_707 OG_4363
Xestes.fasta	Xestes_maker-XT_scaffold44535-augustus-gene-0.47-mRNA-1	2	OG_1600 OG_6161
Nemnom.fasta	Nemnom_g3371.t1	2	OG_3082 OG_4615
Mbre.fasta	Mbre_EDQ88521	2	OG_61 OG_5992
Stycar.fasta	Stycar_snap_masked-SC_scaffold3688-processed-gene-0.17-mRNA-1	2	OG_1389 OG_5949
Bolinf.fasta	Bolinf_Binf_sb1235020	2	OG_1064 OG_2061
Bralan.fasta	Bralan_BLAG09000932_1	2	OG_3158 OG_5854
Mbre.fasta	Mbre_EDQ88545	2	OG_1077 OG_2340
Morvir.fasta	Morvir_scaffold121.g44.t1	2	OG_176 OG_2087
Skow.fasta	Skow_XM_006817786.1	2	OG_2580 OG_2714
Rhoesc.fasta	Rhoesc_Res_001928-T1	2	OG_2481 OG_6195
Pbac.fasta	Pbac_sb2649313	2	OG_607 OG_6527
Morvir.fasta	Morvir_scaffold121.g76.t1	2	OG_2543 OG_4742
Bralan.fasta	Bralan_BLAG09001033_1	2	OG_2642 OG_6094
Plespi.fasta	Plespi_Pspi_scaffold1044_01	2	OG_833 OG_1227
Xestes.fasta	Xestes_maker-XT_scaffold4541-augustus-gene-0.14-mRNA-1	3	OG_1356 OG_1427 OG_6525
Diagra.fasta	Diagra_EP00040_Diaphanoeca_grandis_P015968	2	OG_5990 OG_6087
Aque.fasta	Aque_Aqu2.1.37902_001	2	OG_422 OG_1429
Morvir.fasta	Morvir_scaffold122.g50.t2	2	OG_5054 OG_6486
Emue.fasta	Emue_Em0002g29a.t1	2	OG_2027 OG_2434
Acagra.fasta	Acagra_model.g6169.t1	2	OG_1329 OG_3622
Gfas.fasta	Gfas_gfas1.m1.13559.m1	2	OG_1796 OG_1927
Xesp.fasta	Xesp_015943-T1	2	OG_2001 OG_2620
Xestes.fasta	Xestes_maker-XT_scaffold462-augustus-gene-0.33-mRNA-1	2	OG_37 OG_5875
Aque.fasta	Aque_Aqu2.1.37946_001	2	OG_5110 OG_5730
Lcom.fasta	Lcom_lcpid118461	2	OG_2944 OG_5631
Pbac.fasta	Pbac_sb2649508	2	OG_281 OG_1430
Skow.fasta	Skow_XM_006818029.1	2	OG_2175 OG_3815
Pbac.fasta	Pbac_sb2649526	2	OG_1726 OG_5431
Pbac.fasta	Pbac_sb2649551	2	OG_1859 OG_2672
Acagra.fasta	Acagra_model.g1142.t1	2	OG_2386 OG_2765
Coemet.fasta	Coemet_Cmet_C590269_01	2	OG_1064 OG_2061
Exapal.fasta	Exapal_XM_021041703.1	2	OG_3673 OG_5266
Pbac.fasta	Pbac_sb2649604	3	OG_4 OG_77 OG_1052
Chem.fasta	Chem_TCONS_00019680	2	OG_103 OG_1626
Emue.fasta	Emue_Em0002g409a.t1	2	OG_106 OG_2017
Pbac.fasta	Pbac_sb2649616	2	OG_581 OG_1062
Pbac.fasta	Pbac_sb2649618	2	OG_733 OG_1422
Hvul.fasta	Hvul_g32827_1	2	OG_2085 OG_2575
Pbac.fasta	Pbac_sb2649620	2	OG_226 OG_5029
Xestes.fasta	Xestes_maker-XT_scaffold4737-augustus-gene-0.17-mRNA-1	2	OG_3387 OG_3609
Xesp.fasta	Xesp_016038-T1	2	OG_511 OG_4550
Pbac.fasta	Pbac_sb2649626	2	OG_2360 OG_6101
Mbre.fasta	Mbre_EDQ88837	2	OG_461 OG_1218
Pbac.fasta	Pbac_sb2649650	2	OG_2378 OG_4969
Aque.fasta	Aque_Aqu2.1.11675_001	2	OG_2121 OG_5340
Aque.fasta	Aque_Aqu2.1.38148_001	2	OG_597 OG_1943
Pbac.fasta	Pbac_sb2649671	2	OG_4298 OG_6119
Sros.fasta	Sros_EGD81607	2	OG_4312 OG_5547
Pbac.fasta	Pbac_sb2649693	2	OG_1698 OG_5312
Morvir.fasta	Morvir_scaffold126.g1.t2	2	OG_3361 OG_6454
Amil.fasta	Amil_Amillepora16677-RA	2	OG_3450 OG_4613
Emue.fasta	Emue_Em0016g62a.t1	2	OG_2228 OG_2273
Pbac.fasta	Pbac_sb2649748	2	OG_3085 OG_6110
Pbac.fasta	Pbac_sb2649754	2	OG_1580 OG_4509
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P020651	2	OG_1611 OG_3557
Fspp.fasta	Fspp_ffun1.m4.2651.m1	2	OG_103 OG_1626
Xestes.fasta	Xestes_maker-XT_scaffold4809-snap-gene-0.12-mRNA-1	2	OG_1913 OG_3015
Pbac.fasta	Pbac_sb2649796	2	OG_260 OG_4610
Pbac.fasta	Pbac_sb2649815	3	OG_427 OG_1553 OG_5788
Pbac.fasta	Pbac_sb2649817	2	OG_649 OG_1619
Pbac.fasta	Pbac_sb2649819	2	OG_2038 OG_6149
Emue.fasta	Emue_Em0016g665a.t1	2	OG_812 OG_3615
Xestes.fasta	Xestes_maker-XT_scaffold4834-augustus-gene-0.14-mRNA-1	2	OG_379 OG_4963
Xestes.fasta	Xestes_maker-XT_scaffold4842-augustus-gene-0.32-mRNA-1	2	OG_1135 OG_4357
Mbre.fasta	Mbre_EDQ88984	2	OG_4557 OG_6066
Xestes.fasta	Xestes_maker-XT_scaffold4848-augustus-gene-0.39-mRNA-1	2	OG_2949 OG_6696
Skow.fasta	Skow_XM_006818338.1	2	OG_4230 OG_5565
Didcos.fasta	Didcos_EP00039_Didymoeca_costata_P023181	2	OG_5160 OG_6660
Pbac.fasta	Pbac_sb2649900	2	OG_1406 OG_5317
Gfas.fasta	Gfas_gfas1.m1.13821.m1	2	OG_597 OG_2610
Xestes.fasta	Xestes_maker-XT_scaffold4856-snap-gene-0.49-mRNA-1	2	OG_1602 OG_3643
Hvul.fasta	Hvul_g33026_1	2	OG_2359 OG_6302
Aque.fasta	Aque_Aqu2.1.38381_001	2	OG_4323 OG_5326
Hvul.fasta	Hvul_g33033_1	2	OG_4332 OG_6302
Hvul.fasta	Hvul_g12217_1	2	OG_1784 OG_3407
Pbac.fasta	Pbac_sb2649932	2	OG_1145 OG_2523
Xestes.fasta	Xestes_maker-XT_scaffold4871-augustus-gene-0.51-mRNA-1	2	OG_4812 OG_4821
Gfas.fasta	Gfas_gfas1.m1.13848.m1	2	OG_3317 OG_6057
Tetwil.fasta	Tetwil_g22133.t2	2	OG_1306 OG_5822
Halamb.fasta	Halamb_c53129_g2_i1m.34766	2	OG_1056 OG_5693
Morvir.fasta	Morvir_scaffold129.g19.t1	2	OG_1078 OG_6245
Xestes.fasta	Xestes_maker-XT_scaffold4896-augustus-gene-0.38-mRNA-1	2	OG_1133 OG_6366
TrH2.fasta	TrH2_TrispH2_007977-RA	2	OG_323 OG_1213
Xesp.fasta	Xesp_016386-T1	2	OG_1093 OG_6170
Choper.fasta	Choper_EP00045_Choanoeca_perplexa_P015713	2	OG_1656 OG_5423
Codhol.fasta	Codhol_EP00042_Codosiga_hollandica_P039682	2	OG_5128 OG_6313
Mbre.fasta	Mbre_EDQ89140	2	OG_3764 OG_4392
Mbre.fasta	Mbre_EDQ89193	2	OG_512 OG_4290
Xestes.fasta	Xestes_maker-XT_scaffold5002-augustus-gene-0.55-mRNA-1	2	OG_1126 OG_3200
Stycar.fasta	Stycar_maker-SC_scaffold118915-snap-gene-0.15-mRNA-1	2	OG_1277 OG_1278
Pbac.fasta	Pbac_sb2650153	2	OG_1738 OG_4597
Mbre.fasta	Mbre_EDQ89227	2	OG_5790 OG_6373
Mbre.fasta	Mbre_EDQ89233	2	OG_1451 OG_6253
Xestes.fasta	Xestes_maker-XT_scaffold5022-augustus-gene-0.14-mRNA-1	2	OG_846 OG_4545
Mbre.fasta	Mbre_EDQ89243	2	OG_4381 OG_6490
Hvul.fasta	Hvul_g12411_1	2	OG_4977 OG_6289
Xestes.fasta	Xestes_maker-XT_scaffold5050-snap-gene-0.18-mRNA-1	3	OG_1865 OG_1937 OG_3028
Emue.fasta	Emue_Em0016g88a.t1	2	OG_814 OG_6078
Mbre.fasta	Mbre_EDQ89273	2	OG_1986 OG_5887
Hvul.fasta	Hvul_g33270_1	2	OG_389 OG_4289
Tetwil.fasta	Tetwil_g22431.t1	2	OG_408 OG_1966
Gasp.fasta	Gasp_gasp1.m3.17985.m1	2	OG_2615 OG_3116
Chem.fasta	Chem_TCONS_00021536	2	OG_2232 OG_2792
Mbre.fasta	Mbre_EDQ89314	2	OG_4583 OG_4885
Pbac.fasta	Pbac_sb2650272	3	OG_450 OG_2915 OG_4603
Xestes.fasta	Xestes_maker-XT_scaffold5088-augustus-gene-0.19-mRNA-1	2	OG_6019 OG_6178
Acagra.fasta	Acagra_model.g12045.t1	2	OG_203 OG_6062
Hvul.fasta	Hvul_g12518_1	3	OG_458 OG_6288 OG_6490
Mbre.fasta	Mbre_EDQ89362	2	OG_564 OG_4686
Xesp.fasta	Xesp_016605-T1	2	OG_3035 OG_4337
Codhol.fasta	Codhol_EP00042_Codosiga_hollandica_P040156	2	OG_5573 OG_5679
Nemnom.fasta	Nemnom_g4109.t1	2	OG_1883 OG_2994
Lcom.fasta	Lcom_lcpid20340	2	OG_2977 OG_6640
Pbac.fasta	Pbac_sb2650367	2	OG_136 OG_320
Xestes.fasta	Xestes_maker-XT_scaffold5154-augustus-gene-0.39-mRNA-1	2	OG_1387 OG_6202
Mbre.fasta	Mbre_EDQ89431	2	OG_1697 OG_3084
Tetwil.fasta	Tetwil_g22597.t2	2	OG_1789 OG_5611
HoiH04.fasta	HoiH04_mRNA4862	2	OG_2083 OG_2272
Stycar.fasta	Stycar_maker-SC_scaffold121339-augustus-gene-0.65-mRNA-1	2	OG_605 OG_5506
Pbac.fasta	Pbac_sb2650454	2	OG_1067 OG_2779
Pbac.fasta	Pbac_sb2650465	2	OG_944 OG_2299
Sros.fasta	Sros_EGD82354	2	OG_941 OG_1780
Amil.fasta	Amil_Amillepora17817-RA	2	OG_1213 OG_3106
Pbac.fasta	Pbac_sb2650472	2	OG_3666 OG_3759
Acagra.fasta	Acagra_model.g12262.t1	2	OG_1523 OG_2624
Xestes.fasta	Xestes_maker-XT_scaffold5203-snap-gene-0.35-mRNA-1	2	OG_127 OG_3435
Tetwil.fasta	Tetwil_g22653.t1	2	OG_2410 OG_2658
Aque.fasta	Aque_Aqu2.1.12542_001	2	OG_1238 OG_1329
Pbac.fasta	Pbac_sb2650535	3	OG_2573 OG_3762 OG_4329
Tetwil.fasta	Tetwil_g22702.t1	2	OG_176 OG_179
Acagra.fasta	Acagra_model.g12326.t1	2	OG_4460 OG_6486
Sros.fasta	Sros_EGD82442	2	OG_2916 OG_5369
Sros.fasta	Sros_EGD82453	2	OG_432 OG_586
Xestes.fasta	Xestes_maker-XT_scaffold5248-augustus-gene-0.57-mRNA-1	2	OG_1169 OG_5928
Xestes.fasta	Xestes_maker-XT_scaffold5254-augustus-gene-0.35-mRNA-1	2	OG_449 OG_2840
Emue.fasta	Emue_Em0017g207a.t1	2	OG_4418 OG_6696
Mbre.fasta	Mbre_EDQ89552	2	OG_1341 OG_2782
Hvul.fasta	Hvul_g12734_1	2	OG_1047 OG_5500
Hvul.fasta	Hvul_g33504_1	2	OG_4478 OG_6522
Pbac.fasta	Pbac_sb2650687	2	OG_5229 OG_6284
Emue.fasta	Emue_Em0017g23a.t1	3	OG_1635 OG_2272 OG_6380
Xestes.fasta	Xestes_maker-XT_scaffold5288-augustus-gene-0.62-mRNA-1	2	OG_2868 OG_3905
Xestes.fasta	Xestes_maker-XT_scaffold5291-snap-gene-0.21-mRNA-1	2	OG_574 OG_1757
Mbre.fasta	Mbre_EDQ89595	2	OG_251 OG_1031
Mbre.fasta	Mbre_EDQ89617	2	OG_1048 OG_5923
Acagra.fasta	Acagra_model.g12425.t1	2	OG_507 OG_2106
Nvec.fasta	Nvec_v1g87502	2	OG_2465 OG_2733
Spur.fasta	Spur_XM_030977013.1	2	OG_2799 OG_6684
Pbac.fasta	Pbac_sb2650773	2	OG_1823 OG_2732
Xestes.fasta	Xestes_maker-XT_scaffold5351-augustus-gene-0.34-mRNA-1	2	OG_1380 OG_3295
Stycar.fasta	Stycar_maker-SC_scaffold123823-augustus-gene-0.182-mRNA-1	2	OG_4487 OG_4881
Scil.fasta	Scil_scict006236.1	2	OG_3707 OG_5905
Rhoesc.fasta	Rhoesc_Res_003202-T1	2	OG_2417 OG_5230
Xestes.fasta	Xestes_maker-XT_scaffold5361-augustus-gene-0.6-mRNA-1	3	OG_1012 OG_1020 OG_5831
Stycar.fasta	Stycar_maker-SC_scaffold123823-snap-gene-0.189-mRNA-1	2	OG_2674 OG_5403
Tetwil.fasta	Tetwil_g22905.t2	2	OG_1917 OG_5774
Pbac.fasta	Pbac_sb2650886	3	OG_971 OG_977 OG_3461
Dgig.fasta	Dgig_XM_028540128.1	2	OG_3089 OG_6060
Dpul.fasta	Dpul_mRNA11138	2	OG_2975 OG_5390
Xestes.fasta	Xestes_maker-XT_scaffold5401-augustus-gene-0.21-mRNA-1	2	OG_3101 OG_4151
Xestes.fasta	Xestes_maker-XT_scaffold5410-augustus-gene-0.30-mRNA-1	2	OG_4689 OG_5174
Pbac.fasta	Pbac_sb2650913	2	OG_487 OG_6256
Mbre.fasta	Mbre_EDQ89700	2	OG_1112 OG_5359
Pbac.fasta	Pbac_sb2650928	3	OG_1739 OG_2792 OG_5394
Rhoesc.fasta	Rhoesc_Res_003273-T1	2	OG_93 OG_5815
TrH2.fasta	TrH2_TrispH2_008563-RA	2	OG_475 OG_2506
Emue.fasta	Emue_Em0017g41a.t1	2	OG_836 OG_2125
Lampan.fasta	Lampan_Lpan_C415241_01	2	OG_1064 OG_2061
Stycar.fasta	Stycar_maker-SC_scaffold124493-snap-gene-0.5-mRNA-1	2	OG_177 OG_1878
Opea.fasta	Opea_EP00118_Oscarella_pearsei_P018622	2	OG_51 OG_3921
Sros.fasta	Sros_EGD82670	2	OG_1343 OG_5902
Emue.fasta	Emue_Em0017g42a.t1	2	OG_2188 OG_3935
Tetwil.fasta	Tetwil_g22959.t3	2	OG_3612 OG_5175
Stycar.fasta	Stycar_snap_masked-SC_scaffold76855-processed-gene-0.2-mRNA-1	2	OG_5 OG_5674
Bolinf.fasta	Bolinf_Binf_sb1237960	2	OG_2000 OG_6336
Aque.fasta	Aque_Aqu2.1.39254_001	2	OG_4668 OG_6597
HoiH04.fasta	HoiH04_mRNA5325	2	OG_2531 OG_3684
HoiH04.fasta	HoiH04_mRNA5351	2	OG_1203 OG_1661
Stycar.fasta	Stycar_maker-SC_scaffold125216-snap-gene-0.41-mRNA-1	2	OG_1547 OG_4620
Hhon.fasta	Hhon_g01895.t1	2	OG_3086 OG_3264
Saldol.fasta	Saldol_EP00054_Salpingoeca_dolichothecata_P010073	2	OG_1431 OG_3537
Opea.fasta	Opea_EP00118_Oscarella_pearsei_P018746	2	OG_4714 OG_5965
Xestes.fasta	Xestes_maker-XT_scaffold5537-augustus-gene-0.13-mRNA-1	2	OG_923 OG_6002
Pbac.fasta	Pbac_sb2651093	2	OG_3833 OG_5725
Xestes.fasta	Xestes_maker-XT_scaffold5548-augustus-gene-0.26-mRNA-1	2	OG_462 OG_946
Hvul.fasta	Hvul_g13137_1	2	OG_710 OG_6612
Emue.fasta	Emue_Em0017g509a.t1	2	OG_1614 OG_2181
Pbac.fasta	Pbac_sb2651150	2	OG_2700 OG_3422
Pbac.fasta	Pbac_sb2651153	3	OG_329 OG_1181 OG_6107
Hvul.fasta	Hvul_g13153_1	2	OG_1233 OG_4618
Acagra.fasta	Acagra_model.g12786.t1	2	OG_4974 OG_5841
Xestes.fasta	Xestes_maker-XT_scaffold5579-snap-gene-0.23-mRNA-1	2	OG_3505 OG_4196
Gracom.fasta	Gracom_Gcom_scaffold8843_01	2	OG_3707 OG_5905
Skow.fasta	Skow_XM_006819408.1	2	OG_1221 OG_6303
Xestes.fasta	Xestes_maker-XT_scaffold5603-snap-gene-0.45-mRNA-1	2	OG_5629 OG_5638
Nvec.fasta	Nvec_v1g90457	2	OG_4139 OG_4140
Choper.fasta	Choper_EP00045_Choanoeca_perplexa_P016872	2	OG_4550 OG_5891
Aque.fasta	Aque_Aqu2.1.39655_001	2	OG_97 OG_98
Hvul.fasta	Hvul_g13218_1	2	OG_1286 OG_4420
Cgig.fasta	Cgig_XM_011442459.3	2	OG_5242 OG_5277
Xestes.fasta	Xestes_maker-XT_scaffold5623-augustus-gene-0.56-mRNA-1	3	OG_111 OG_874 OG_877
Gfas.fasta	Gfas_gfas1.m1.14642.m1	2	OG_5555 OG_6449
Gfas.fasta	Gfas_gfas1.m1.14669.m1	2	OG_140 OG_3424
Xestes.fasta	Xestes_maker-XT_scaffold5663-snap-gene-0.72-mRNA-1	3	OG_195 OG_1345 OG_4252
Acagra.fasta	Acagra_model.g12923.t1	2	OG_5240 OG_6249
Hvul.fasta	Hvul_g35_1	2	OG_632 OG_5823
Tetwil.fasta	Tetwil_g2315.t1	2	OG_647 OG_6485
Amil.fasta	Amil_Amillepora19021-RA	2	OG_195 OG_636
Pbac.fasta	Pbac_sb2651370	2	OG_750 OG_4458
Xestes.fasta	Xestes_maker-XT_scaffold5711-augustus-gene-0.11-mRNA-1	2	OG_1252 OG_2849
Hvul.fasta	Hvul_g13370_1	2	OG_233 OG_2935
Aque.fasta	Aque_Aqu2.1.39773_001	2	OG_1342 OG_5025
Hvul.fasta	Hvul_g13400_1	2	OG_296 OG_1358
Pbac.fasta	Pbac_sb2651398	2	OG_3272 OG_4179
Xesp.fasta	Xesp_018473-T1	2	OG_1100 OG_1216
Xesp.fasta	Xesp_018475-T1	2	OG_937 OG_1117
Xesp.fasta	Xesp_018492-T1	2	OG_5539 OG_5860
Aque.fasta	Aque_Aqu2.1.39795_001	2	OG_109 OG_676
Pbac.fasta	Pbac_sb2651457	2	OG_4736 OG_5955
Xesp.fasta	Xesp_018543-T1	2	OG_1066 OG_1415
Xesp.fasta	Xesp_018544-T1	2	OG_1082 OG_5888
Pbac.fasta	Pbac_sb2651507	2	OG_2006 OG_2767
Scil.fasta	Scil_scict007179.1	2	OG_5342 OG_6283
Pbac.fasta	Pbac_sb2651512	2	OG_1311 OG_2006
Didcos.fasta	Didcos_EP00039_Didymoeca_costata_P026433	2	OG_2007 OG_2027
Xestes.fasta	Xestes_maker-XT_scaffold5822-augustus-gene-0.33-mRNA-1	2	OG_1714 OG_6483
Tetwil.fasta	Tetwil_g23285.t2	2	OG_803 OG_806
Gasp.fasta	Gasp_gasp1.m3.18924.m1	2	OG_1840 OG_4387
Microa.fasta	Microa_EP00043_Microstomoeca_roanoka_P006579	2	OG_5339 OG_6696
Xesp.fasta	Xesp_018602-T1	2	OG_2145 OG_5989
Gfas.fasta	Gfas_gfas1.m1.14852.m1	2	OG_2779 OG_3166
Xesp.fasta	Xesp_018608-T1	2	OG_4767 OG_5513
Emue.fasta	Emue_Em0017g88a.t1	2	OG_1509 OG_2284
Hvul.fasta	Hvul_g3731_1	2	OG_1504 OG_1961
Emue.fasta	Emue_Em0003g191a.t1	2	OG_1577 OG_2252
Sros.fasta	Sros_EGD83275	2	OG_3499 OG_5600
Xesp.fasta	Xesp_018626-T1	2	OG_1040 OG_5485
Xesp.fasta	Xesp_018627-T1	2	OG_1071 OG_2936
Xesp.fasta	Xesp_018634-T1	2	OG_1096 OG_1109
Mbre.fasta	Mbre_EDQ90183	2	OG_1540 OG_5619
