orthogroup	orthogroup_name_Mus	presence_expression	gain_expression	loss_expression	presence_conservation	gain_conservation	loss_conservation	n_presences_sps	is_tfs	is_ion	is_sig	is_neu	is_siggpcr	is_myo	genes_Tadh	genes_TrH2	genes_Hhon	genes_HoiH23	genes_Nvec	genes_Spis	genes_Hvul	genes_Mmus	genes_Dmel	genes_Mlei	genes_Spolac	annot_tfs	annot_ion	annot_sig	annot_neu	annot_siggpcr	annot_myo	pfam_architecture
OG_6750	6430548M08Rik/KIAA0513	Dmel,Mmus	Bilateria		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000034281	Dmel_FBtr0079336									
OG_7003	Ttyh1/Ttyh3	Dmel,Mmus	Bilateria		Dmel,Hvul,Mmus,Nvec,Spis,Spolac	Metazoa	Mlei,Placozoa	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000042661,Mmus_ENSMUST00000079415	Dmel_FBtr0077224									
OG_7571	Srcin1	Dmel,Mmus	Bilateria		Dmel,Hvul,Mlei,Mmus,Nvec,Spis,Spolac	Metazoa	Placozoa	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000238342	Dmel_FBtr0308323									
OG_8099	Atp6v1c1/ATPase_H_transporting_V1_subunit_C1	Dmel,Mmus	Bilateria		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000022904	Dmel_FBtr0290031									
OG_9025	Stmn1/Stmn2/Stmn3/Stmn4	Dmel,Mmus	Bilateria		Dmel,Mmus,Spis	CniBil	Hvul,Nvec	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000029002,Mmus_ENSMUST00000030636,Mmus_ENSMUST00000103045,Mmus_ENSMUST00000120229	Dmel_FBtr0304908									
OG_9280	Map1a/Map1b	Dmel,Mmus	Bilateria		Dmel,Mmus,Spolac	Metazoa	Cnidaria,Mlei,Placozoa	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000064762,Mmus_ENSMUST00000094639	Dmel_FBtr0112628									
OG_9313	Cadps/Cadps2/calcium_dependent_secretion_activator/calcium_dependent_secretion_activator_2	Dmel,Mmus	Bilateria		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE								Mmus_ENSMUST00000018122,Mmus_ENSMUST00000067491	Dmel_FBtr0307333									
OG_9642	phosphatidylinositol_binding_clathrin_assembly_protein/Snap91/synaptosome_associated_protein_91	Dmel,Mmus	Bilateria		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000074468										
OG_9728	Kif1a/Kif1b	Dmel,Mmus	Bilateria		Dmel,Mlei,Mmus,Nvec,Spis,Spolac	Metazoa	Hvul,Placozoa	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000190723,Mmus_ENSMUST00000238956	Dmel_FBtr0087079									
OG_12163	glycoprotein_integral_membrane_1	Tadh	Tadh		Tadh,TrH2	Trichoplax		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT61539	TrH2_TrispH2_012039-RA																
OG_1641	protein_kinase_C_and_casein_kinase_substrate_in_neurons_1/protein_kinase_C_and_casein_kinase_substrate_in_neurons_2	Tadh	Tadh		Hhon,HoiH23,Spis,Tadh,TrH2	CniBilPla	Bilateria,Hvul,Nvec	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT60020	TrH2_TrispH2_011438-RA	Hhon_g10512.t1															,SH3_1/
OG_2717	prolyl_4_hydroxylase_subunit_beta	Tadh	Tadh		Dmel,Hhon,HoiH23,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT52862	TrH2_TrispH2_004181-RA	Hhon_g10855.t1	HoiH23_PlH23_009247-RA														Thioredoxin/Thioredoxin_6/Thioredoxin/
OG_2774	protein_disulfide_isomerase_family_A_member_4/protein_disulfide_isomerase_family_A_member_6	Tadh	Tadh		Dmel,Hhon,HoiH23,Hvul,Nvec,Spis,Tadh,TrH2	CniBilPla	Mmus	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT55148	TrH2_TrispH2_010254-RA		HoiH23_PlH23_004395-RA														Thioredoxin/Thioredoxin/
OG_3060	syntaxin_7/t_SNARE_domain_containing_1	Tadh	Tadh		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Tadh_TriadT27557	TrH2_TrispH2_000530-RA	Hhon_g00160.t1,Hhon_g07415.t1	HoiH23_PlH23_007766-RA											Syntaxin.HG1.2:STX7/STX12			Syntaxin_2/SNARE/
OG_3136	EF_hand_calcium_binding_domain_1/NBR1_autophagy_cargo_receptor/neurocalcin_delta	Tadh	Tadh		Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel,Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT54164	TrH2_TrispH2_002546-RA	Hhon_g00540.t1															PB1/ZZ/N_BRCA1_IG/,ZZ/N_BRCA1_IG/
OG_368	cilia_and_flagella_associated_protein_57	Tadh	Tadh		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT27651																	WD40/WD40/
OG_4427	hemicentin_1/radial_spoke_head_component_1	Tadh	Tadh		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT63914			HoiH23_PlH23_009497-RA														MORN/MORN/MORN/MORN/MORN/MORN/MORN/
OG_4789	glutamate_rich_3	Tadh	Tadh		Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g7054.t1	TrH2_TrispH2_000649-RA																DUF4590/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/
OG_512	tetratricopeptide_repeat_domain_39A/ubiquitin_protein_ligase_E3C	Tadh	Tadh		Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT28582	TrH2_TrispH2_008088-RA	Hhon_g06857.t1															DUF3808/,DUF3808/HECT/
OG_6148	chromosome_9_open_reading_frame_116	Tadh	Tadh		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g4278.t1	TrH2_TrispH2_004422-RA																DUF4490/
OG_623	WD_repeat_and_FYVE_domain_containing_2	Tadh	Tadh		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			Hhon_g10385.t1															WD40/FYVE/WD40/
OG_6315	scaffold_protein_involved_in_DNA_repair	Tadh	Tadh		Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel,Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT63887	TrH2_TrispH2_005386-RA																
OG_672	protein_kinase_D3	Tadh	Tadh		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		TrH2_TrispH2_000421-RA	Hhon_g05763.t1	HoiH23_PlH23_009713-RA										Pkinase.HG6.10:PRKD1/PRKD2/PRKD3				C1_1/C1_1/Pkinase/,C1_1/Pkinase/
OG_7283		Tadh	Tadh		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT57238	TrH2_TrispH2_003317-RA																
OG_7477		Tadh	Tadh		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g9148.t1	TrH2_TrispH2_000750-RA	Hhon_g04984.t1	HoiH23_PlH23_008337-RA														
OG_7533		Tadh	Tadh		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Tadh_wf_g4010.t1	TrH2_TrispH2_001729-RA	Hhon_g05248.t1	HoiH23_PlH23_010817-RA											PID.HG1.23:like:LDLRAP1			,PID/
OG_7538		Tadh	Tadh		Hhon,HoiH23,Nvec,Spis,Tadh,TrH2	CniBilPla	Bilateria,Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT56966	TrH2_TrispH2_004268-RA		HoiH23_PlH23_010992-RA														
OG_7650		Tadh	Tadh		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT62229	TrH2_TrispH2_010694-RA	Hhon_g11398.t1	HoiH23_PlH23_009452-RA														
OG_8389		Tadh	Tadh		Hhon,Tadh	Placozoa	HoiH23,TrH2	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g4597.t1		Hhon_g00961.t1															
OG_1001	CD163_molecule/CD163_molecule_like_1/CD5_molecule_like/CD6_molecule/deleted_in_malignant_brain_tumors_1/galectin_3_binding_protein/hepatocyte_growth_factor/lipoprotein_a/lysyl_oxidase_like_2/lysyl_oxidase_like_3/macrophage_scavenger_receptor_1/MAM_and_LDL_receptor_class_A_domain_containing_1/MAM_domain_containing_2/MAM_domain_containing_glycosylphosphatidylinositol_anchor_1/MAM_domain_containing_glycosylphosphatidylinositol_anchor_2/neuropilin_2/plasminogen/scavenger_receptor_family_member_expressed_on_T_cells_1/serine_protease_12/transmembrane_serine_protease_15	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_006821-RA		HoiH23_PlH23_004030-RA,HoiH23_PlH23_004106-RA,HoiH23_PlH23_008118-RA		Spis_XP_022807962_1	Hvul_g30023_1											MAM/Kringle/SRCR/SRCR/Kringle/SRCR/,MAM/Kringle/SRCR/SRCR/MAM/,SRCR/
OG_10431	apoptosis_inhibitor_5	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_010174-RA																API5/
OG_10523	UBA_like_domain_containing_2	TrH2	TrH2		Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			Hhon_g03799.t1	HoiH23_PlH23_000109-RA														UBA_4/
OG_10820	histone_deacetylase_5	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT23354	TrH2_TrispH2_005725-RA	Hhon_g06280.t1	HoiH23_PlH23_002460-RA					Dmel_FBtr0333331									Hist_deacetyl/
OG_10954	RAD54_like_2	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_001810-RA																SNF2_N/Helicase_C/
OG_11068	DnaJ_heat_shock_protein_family_Hsp40_member_B1	TrH2	TrH2		Dmel,Hhon,HoiH23,Tadh,TrH2	CniBilPla	Cnidaria,Mmus	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_002472-RA	Hhon_g09488.t1	HoiH23_PlH23_005004-RA														DnaJ_C/
OG_11069	nanos_C2HC_type_zinc_finger_1	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_006538-RA																zf-nanos/
OG_11077	phosphodiesterase_6D	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_005443-RA																GMP_PDE_delta/
OG_11197		TrH2	TrH2		Tadh,TrH2	Trichoplax		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT60631	TrH2_TrispH2_010807-RA,TrH2_TrispH2_012006-RA																
OG_11671		TrH2	TrH2		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g6636.t1	TrH2_TrispH2_009450-RA																
OG_11702	family_with_sequence_similarity_124_member_A	TrH2	TrH2		Hhon,HoiH23,Nvec,Spis,Tadh,TrH2	CniBilPla	Bilateria,Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_000892-RA																FAM124/
OG_11785		TrH2	TrH2		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT55945	TrH2_TrispH2_007885-RA,TrH2_TrispH2_007886-RA,TrH2_TrispH2_011546-RA		HoiH23_PlH23_011884-RA														
OG_11934		TrH2	TrH2		Tadh,TrH2	Trichoplax		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_010285-RA																
OG_11980		TrH2	TrH2		Tadh,TrH2	Trichoplax		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT52798	TrH2_TrispH2_009219-RA																
OG_11984		TrH2	TrH2		Tadh,TrH2	Trichoplax		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_003424-RA																
OG_12020		TrH2	TrH2		Tadh,TrH2	Trichoplax		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT55318	TrH2_TrispH2_004875-RA																
OG_12072		TrH2	TrH2		Tadh,TrH2	Trichoplax		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_011257-RA																
OG_1208	mesencephalic_astrocyte_derived_neurotrophic_factor	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE				HoiH23_PlH23_002627-RA														Armet/
OG_125	endosome_lysosome_associated_apoptosis_and_autophagy_regulator_family_member_2/zinc_finger_C3HC_type_containing_1	TrH2	TrH2		Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Dmel,Spolac	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_004423-RA																zf-C3HC/Rsm1/
OG_1704	GSK3B_interacting_protein	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT54773	TrH2_TrispH2_002146-RA																DUF727/
OG_2069	doublecortin_domain_containing_2	TrH2	TrH2		Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_009188-RA																DCX/DCX/
OG_2209	Fas_binding_factor_1	TrH2	TrH2		Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel,Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g11257.t1	TrH2_TrispH2_010441-RA	Hhon_g11061.t1	HoiH23_PlH23_008938-RA														
OG_2239	non_POU_domain_containing_octamer_binding/paraspeckle_component_1/splicing_factor_proline_and_glutamine_rich	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT56865	TrH2_TrispH2_003716-RA	Hhon_g06422.t1	HoiH23_PlH23_004347-RA					Dmel_FBtr0074233									RRM_1/RRM_1/NOPS/
OG_2579	leucine_rich_repeat_containing_27	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_009632-RA																LRR_8/LRR_8/
OG_2853	EEF1AKMT4_ECE2_readthrough/endothelin_converting_enzyme_1	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE					Nvec_v1g116629,Nvec_v1g208887		Hvul_g17785_1,Hvul_g28059_1		Dmel_FBtr0070872									
OG_3254	cyclin_dependent_kinase_like_1	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		TrH2_TrispH2_003126-RA	Hhon_g03738.t1						Dmel_FBtr0343387					Pkinase.HG39.5:CDKL1/CDKL4				Pkinase/
OG_3373	eukaryotic_translation_initiation_factor_4_gamma_1/eukaryotic_translation_initiation_factor_4_gamma_2/eukaryotic_translation_initiation_factor_4_gamma_3	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_005282-RA	Hhon_g08612.t1															MIF4G/W2/
OG_3495	RAB23_member_RAS_oncogene_family	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		TrH2_TrispH2_004523-RA	Hhon_g11342.t1															Ras/
OG_3740	Rap_guanine_nucleotide_exchange_factor_2/Rap_guanine_nucleotide_exchange_factor_6	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		TrH2_TrispH2_009461-RA													PDZ.Unclassified			PDZ/RasGEF/
OG_4066	zinc_finger_CCCH_type_containing_3	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_000179-RA																
OG_4079	transmembrane_protein_145	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT24219	TrH2_TrispH2_004342-RA																GpcrRhopsn4/
OG_4403	heat_shock_protein_family_A_Hsp70_member_8	TrH2	TrH2		Hhon,Tadh,TrH2	Placozoa	HoiH23	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_001475-RA																HSP70/
OG_4477	RAS_guanyl_releasing_protein_1/RAS_guanyl_releasing_protein_3/Rasgrp1	TrH2	TrH2		Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel,Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_006425-RA						Mmus_ENSMUST00000102534										RasGEF_N/RasGEF/EF-hand_5/EF-hand_5/C1_1/
OG_4969	Robo2/roundabout_guidance_receptor_1/roundabout_guidance_receptor_3	TrH2	TrH2		Dmel,Hhon,HoiH23,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla	Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_007861-RA	Hhon_g03264.t1		Nvec_v1g105427			Mmus_ENSMUST00000226478	Dmel_FBtr0077921									I-set/Ig_3/I-set/I-set/fn3/fn3/,Ig_3/Ig_3/I-set/Ig_3/Ig_3/fn3/fn3/fn3/
OG_5139	NPC_intracellular_cholesterol_transporter_1/patched_domain_containing_3	TrH2	TrH2		Hhon,HoiH23,Nvec,Spis,Tadh,TrH2	CniBilPla	Bilateria,Hvul	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Tadh_TriadT52362	TrH2_TrispH2_000019-RA												Patched.HG1.1:like:NPC1/NPC1L1/PTCH1/PTCH2/PTCHD1/PTCHD3/PTCHD4				Patched/,Patched/Patched/
OG_5310		TrH2	TrH2		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT57980	TrH2_TrispH2_006483-RA	Hhon_g00235.t1	HoiH23_PlH23_003205-RA														,Ig_2/
OG_5782	cilia_and_flagella_associated_protein_157	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_010880-RA																
OG_5832	zinc_finger_B_box_domain_containing	TrH2	TrH2		Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel,Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_010104-RA		HoiH23_PlH23_006300-RA														
OG_6286	cyclin_dependent_kinase_2_interacting_protein	TrH2	TrH2		Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_007379-RA																
OG_63		TrH2	TrH2		Hhon,HoiH23,Hvul,Mlei,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Bilateria	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT14791	TrH2_TrispH2_009981-RA			Nvec_v1g113611													
OG_6309		TrH2	TrH2		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_002764-RA	Hhon_g00422.t1															DAZAP2/
OG_6922	capicua_transcriptional_repressor	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_004367-RA		HoiH23_PlH23_006143-RA														
OG_7392		TrH2	TrH2		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT58697	TrH2_TrispH2_010289-RA	Hhon_g09376.t1	HoiH23_PlH23_007521-RA														
OG_7576		TrH2	TrH2		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_009641-RA																
OG_7617	chromosome_16_open_reading_frame_87	TrH2	TrH2		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_003862-RA																
OG_7706		TrH2	TrH2		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT64037	TrH2_TrispH2_004688-RA	Hhon_g01770.t1	HoiH23_PlH23_004840-RA														
OG_7709		TrH2	TrH2		HoiH23,Tadh,TrH2	Placozoa	Hhon	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT60725	TrH2_TrispH2_010841-RA																
OG_7777		TrH2	TrH2		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_008176-RA	Hhon_g05280.t1	HoiH23_PlH23_011665-RA														
OG_7809	Wnt_family_member_2/Wnt_family_member_7A/Wnt_family_member_8A/Wnt_family_member_8B	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Tadh_TriadT52489	TrH2_TrispH2_000144-RA,TrH2_TrispH2_010556-RA	Hhon_g06184.t1	HoiH23_PlH23_001871-RA										wnt.HG1.9:like:WNT16				wnt/
OG_785	CREB_binding_protein/E1A_binding_protein_p300	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_009021-RA																zf-TAZ/KIX/Bromodomain/DUF902/HAT_KAT11/ZZ/zf-TAZ/
OG_7920		TrH2	TrH2		Hhon,Tadh,TrH2	Placozoa	HoiH23	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g10942.t1	TrH2_TrispH2_009355-RA																
OG_8522		TrH2	TrH2		Hhon,HoiH23,Nvec,Spis,Tadh,TrH2	CniBilPla	Bilateria,Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g7405.t1	TrH2_TrispH2_010230-RA		HoiH23_PlH23_003488-RA		Spis_XP_022800087_1												EVC2_like/
OG_8588		TrH2	TrH2		Hhon,HoiH23,Tadh,TrH2	Placozoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g4950.t1	TrH2_TrispH2_008967-RA																
OG_8590	sestrin_1	TrH2	TrH2		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_001852-RA																PA26/
OG_8625		TrH2	TrH2		Hhon,HoiH23,Hvul,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Bilateria,Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_002938-RA	Hhon_g07380.t1															VPS9/
