Hhon_g00001.t1	zinc_finger_BED_type_containing_6
Hhon_g06110.t1	insulin_induced_gene_1
Hhon_g06111.t1	ribosomal_protein_S19
Hhon_g06112.t1	chromosome_segregation_1_like
Hhon_g06113.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g06114.t1	tachykinin_receptor_3
Hhon_g06115.t1	
Hhon_g06116.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g06117.t1	
Hhon_g06118.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g06119.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g06120.t1	chromosome_12_open_reading_frame_56
Hhon_g06121.t1	calcium_voltage_gated_channel_subunit_alpha1_S
Hhon_g06122.t1	PDLIM1_interacting_kinase_1_like
Hhon_g06123.t1	peptidase_mitochondrial_processing_subunit_beta
Hhon_g06124.t1	muskelin_1
Hhon_g06125.t1	PHD_finger_protein_8
Hhon_g06126.t1	leucine_rich_repeats_and_immunoglobulin_like_domains_2
Hhon_g06127.t1	inhibitor_of_growth_family_member_3
Hhon_g06128.t1	solute_carrier_family_35_member_C1
Hhon_g06129.t1	
Hhon_g06130.t1	TBC1_domain_family_member_22B
Hhon_g06131.t1	
Hhon_g06132.t1	mannosyl_oligosaccharide_glucosidase
Hhon_g06133.t1	ADP_ribosylation_factor_like_GTPase_8B
Hhon_g06134.t1	CFAP20_domain_containing
Hhon_g06135.t1	RNA_binding_motif_protein_17
Hhon_g06136.t1	coiled_coil_helix_coiled_coil_helix_domain_containing_4
Hhon_g06137.t1	protein_tyrosine_phosphatase_receptor_type_D
Hhon_g06138.t1	mesencephalic_astrocyte_derived_neurotrophic_factor
Hhon_g06139.t1	
Hhon_g06140.t1	cyclin_dependent_kinase_17
Hhon_g06141.t1	NPR2_like_GATOR1_complex_subunit
Hhon_g06142.t1	
Hhon_g06143.t1	HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_4
Hhon_g06144.t1	BICD_cargo_adaptor_2
Hhon_g06145.t1	NCK_interacting_protein_with_SH3_domain
Hhon_g06146.t1	
Hhon_g06147.t1	early_endosome_antigen_1
Hhon_g06148.t1	synaptoporin
Hhon_g06149.t1	ribitol_xylosyltransferase_1
Hhon_g06150.t1	tRNA_5_methylaminomethyl_2_thiouridylate_methyltransferase
Hhon_g06151.t1	cytochrome_b_245_alpha_chain
Hhon_g06152.t1	leucyl_tRNA_synthetase_2_mitochondrial
Hhon_g06153.t1	ataxin_7
Hhon_g06154.t1	protein_O_glucosyltransferase_1
Hhon_g06155.t1	MON2_homolog_regulator_of_endosome_to_Golgi_trafficking
Hhon_g06156.t1	ras_homolog_family_member_A
Hhon_g06157.t1	ribosomal_protein_L18a
Hhon_g06158.t1	cortactin_binding_protein_2
Hhon_g06159.t1	BRICK1_subunit_of_SCAR_WAVE_actin_nucleating_complex
Hhon_g06160.t1	core_binding_factor_subunit_beta
Hhon_g06161.t1	katanin_regulatory_subunit_B1
Hhon_g06162.t1	dynamin_1_like
Hhon_g06163.t1	DEAD_box_helicase_20
Hhon_g06164.t1	MAPK_associated_protein_1
Hhon_g06165.t1	ADP_ribosylation_factor_5
Hhon_g06166.t1	coiled_coil_domain_containing_77
Hhon_g06167.t1	
Hhon_g06168.t1	dystonin
Hhon_g06169.t1	myotubularin_related_protein_14
Hhon_g06170.t1	cilia_and_flagella_associated_protein_54
Hhon_g06171.t1	IQ_motif_and_Sec7_domain_ArfGEF_1
Hhon_g06172.t1	SUMO_peptidase_family_member_NEDD8_specific
Hhon_g06173.t1	eukaryotic_translation_initiation_factor_6
Hhon_g06174.t1	chromosome_8_open_reading_frame_37
Hhon_g06175.t1	cysteine_dioxygenase_type_1
Hhon_g06176.t1	NADH_ubiquinone_oxidoreductase_complex_assembly_factor_6
Hhon_g06177.t1	phosphoenolpyruvate_carboxykinase_1
Hhon_g06178.t1	ALG8_alpha_1_3_glucosyltransferase
Hhon_g06179.t1	methyltransferase_like_17
Hhon_g06180.t1	phosphatidylinositol_glycan_anchor_biosynthesis_class_M
Hhon_g06181.t1	ATP_synthase_membrane_subunit_c_locus_1
Hhon_g06182.t1	ATP_synthase_membrane_subunit_c_locus_2
Hhon_g06183.t1	dynein_cytoplasmic_1_light_intermediate_chain_2
Hhon_g06184.t1	Wnt_family_member_8A
Hhon_g06185.t1	tet_methylcytosine_dioxygenase_2
Hhon_g06186.t1	solute_carrier_family_9_member_A8
Hhon_g06187.t1	solute_carrier_organic_anion_transporter_family_member_4A1
Hhon_g06188.t1	solute_carrier_organic_anion_transporter_family_member_4A1
Hhon_g06189.t1	solute_carrier_organic_anion_transporter_family_member_4A1
Hhon_g06190.t1	solute_carrier_organic_anion_transporter_family_member_4A1
Hhon_g06191.t1	solute_carrier_organic_anion_transporter_family_member_4A1
Hhon_g06192.t1	solute_carrier_organic_anion_transporter_family_member_4A1
Hhon_g06193.t1	solute_carrier_organic_anion_transporter_family_member_4A1
Hhon_g06194.t1	solute_carrier_organic_anion_transporter_family_member_4A1
Hhon_g06195.t1	solute_carrier_organic_anion_transporter_family_member_4C1
Hhon_g06196.t1	solute_carrier_organic_anion_transporter_family_member_4A1
Hhon_g06197.t1	diacylglycerol_kinase_eta
Hhon_g06198.t1	diacylglycerol_kinase_delta
Hhon_g06199.t1	dynein_assembly_factor_with_WD_repeats_1
Hhon_g06200.t1	contactin_associated_protein_family_member_4
Hhon_g06201.t1	dicer_1_ribonuclease_III
Hhon_g06202.t1	lipoxygenase_homology_domains_1
Hhon_g06203.t1	beta_1_3_galactosyltransferase_2
Hhon_g06204.t1	microfibril_associated_protein_1
Hhon_g06205.t1	Rho_GTPase_activating_protein_5
Hhon_g06206.t1	RUN_domain_containing_1
Hhon_g06207.t1	
Hhon_g06208.t1	kinesin_family_member_25
Hhon_g06209.t1	TATA_box_binding_protein_associated_factor_8
Hhon_g06210.t1	dicer_1_ribonuclease_III
Hhon_g06211.t1	methylphosphate_capping_enzyme
Hhon_g06212.t1	CD163_molecule
Hhon_g06213.t1	scavenger_receptor_family_member_expressed_on_T_cells_1
Hhon_g06214.t1	solute_carrier_family_35_member_G1
Hhon_g06215.t1	dicer_1_ribonuclease_III
Hhon_g06216.t1	
Hhon_g06217.t1	zinc_finger_FYVE_type_containing_26
Hhon_g06218.t1	FIC_domain_protein_adenylyltransferase
Hhon_g06219.t1	sorting_nexin_18
Hhon_g06220.t1	adhesion_G_protein_coupled_receptor_B3
Hhon_g06221.t1	CECR2_histone_acetyl_lysine_reader
Hhon_g06222.t1	Yip1_domain_family_member_3
Hhon_g06223.t1	kinesin_family_member_3B
Hhon_g06224.t1	dynein_axonemal_assembly_factor_3
Hhon_g06225.t1	
Hhon_g06226.t1	glutamine_fructose_6_phosphate_transaminase_1
Hhon_g06227.t1	1_4_alpha_glucan_branching_enzyme_1
Hhon_g06228.t1	tRNA_methyltransferase_12_homolog
Hhon_g06229.t1	transforming_growth_factor_beta_receptor_associated_protein_1
Hhon_g06230.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C5
Hhon_g06231.t1	PDZ_domain_containing_1
Hhon_g06232.t1	pleckstrin_homology_and_FYVE_domain_containing_2
Hhon_g06233.t1	von_Hippel_Lindau_tumor_suppressor
Hhon_g06234.t1	sirtuin_3
Hhon_g06235.t1	sirtuin_3
Hhon_g06236.t1	von_Willebrand_factor_A_domain_containing_8
Hhon_g06237.t1	glutathione_disulfide_reductase
Hhon_g06238.t1	dyskerin_pseudouridine_synthase_1
Hhon_g06239.t1	ovochymase_1
Hhon_g06240.t1	lysine_methyltransferase_2B
Hhon_g06241.t1	DIX_domain_containing_1
Hhon_g06242.t1	BOC_cell_adhesion_associated_oncogene_regulated
Hhon_g06243.t1	hemicentin_1
Hhon_g06244.t1	ubiquitin_specific_peptidase_25
Hhon_g06245.t1	transmembrane_protein_145
Hhon_g06246.t1	Ras_association_domain_family_member_6
Hhon_g06247.t1	G_protein_coupled_receptor_89A
Hhon_g06248.t1	flavin_containing_dimethylaniline_monoxygenase_5
Hhon_g06249.t1	ubiquitin_fold_modifier_conjugating_enzyme_1
Hhon_g06250.t1	multiple_EGF_like_domains_8
Hhon_g06251.t1	Rab_acceptor_1
Hhon_g06252.t1	
Hhon_g06253.t1	signal_peptide_CUB_domain_and_EGF_like_domain_containing_1
Hhon_g06254.t1	family_with_sequence_similarity_133_member_B
Hhon_g06255.t1	ovo_like_zinc_finger_3
Hhon_g06256.t1	
Hhon_g06257.t1	RNA_exonuclease_2
Hhon_g06258.t1	serine_and_arginine_rich_splicing_factor_4
Hhon_g06259.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_1
Hhon_g06260.t1	translocase_of_outer_mitochondrial_membrane_70
Hhon_g06261.t1	amyloid_beta_precursor_like_protein_1
Hhon_g06262.t1	cullin_4B
Hhon_g06263.t1	NADH_ubiquinone_oxidoreductase_subunit_A1
Hhon_g06264.t1	UBX_domain_protein_7
Hhon_g06265.t1	WD_repeat_domain_53
Hhon_g06266.t1	G_protein_coupled_receptor_180
Hhon_g06267.t1	pterin_4_alpha_carbinolamine_dehydratase_2
Hhon_g06268.t1	ferritin_heavy_chain_1
Hhon_g06269.t1	guanylate_cyclase_1_soluble_subunit_beta_1
Hhon_g06270.t1	
Hhon_g06271.t1	
Hhon_g06272.t1	
Hhon_g06273.t1	
Hhon_g06274.t1	
Hhon_g06275.t1	
Hhon_g06276.t1	
Hhon_g06277.t1	
Hhon_g06278.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g06279.t1	adhesion_G_protein_coupled_receptor_L1
Hhon_g06280.t1	histone_deacetylase_5
Hhon_g06281.t1	Coenzyme_A_synthase
Hhon_g06282.t1	potassium_voltage_gated_channel_subfamily_H_member_7
Hhon_g06283.t1	F_box_protein_48
Hhon_g06284.t1	MSL_complex_subunit_1
Hhon_g06285.t1	ELL_associated_factor_2
Hhon_g06286.t1	potassium_voltage_gated_channel_subfamily_H_member_6
Hhon_g06287.t1	ATP_binding_cassette_subfamily_G_member_1
Hhon_g06288.t1	DnaJ_heat_shock_protein_family_Hsp40_member_B8
Hhon_g06289.t1	Rho_GTPase_activating_protein_27
Hhon_g06290.t1	transformation_transcription_domain_associated_protein
Hhon_g06291.t1	inositol_hexakisphosphate_kinase_1
Hhon_g06292.t1	inositol_hexakisphosphate_kinase_2
Hhon_g06293.t1	MINDY_lysine_48_deubiquitinase_3
Hhon_g06294.t1	COMM_domain_containing_3
Hhon_g06295.t1	calpain_7
Hhon_g06296.t1	erythrocyte_membrane_protein_band_4.1_like_5
Hhon_g06297.t1	protein_tyrosine_phosphatase_non_receptor_type_3
Hhon_g06298.t1	protein_tyrosine_phosphatase_non_receptor_type_4
Hhon_g06299.t1	SREBF_chaperone
Hhon_g06300.t1	STIP1_homology_and_U_box_containing_protein_1
Hhon_g06301.t1	sperm_associated_antigen_6
Hhon_g06302.t1	nuclear_transcription_factor_X_box_binding_1
Hhon_g06303.t1	enoyl_CoA_hydratase_and_3_hydroxyacyl_CoA_dehydrogenase
Hhon_g06304.t1	coiled_coil_domain_containing_173
Hhon_g06305.t1	DEAD_box_helicase_23
Hhon_g06306.t1	
Hhon_g06307.t1	AVL9_cell_migration_associated
Hhon_g06308.t1	coiled_coil_domain_containing_47
Hhon_g06309.t1	
Hhon_g06310.t1	elongator_acetyltransferase_complex_subunit_2
Hhon_g06311.t1	sterol_O_acyltransferase_1
Hhon_g06312.t1	adenylate_cyclase_5
Hhon_g06313.t1	
Hhon_g06314.t1	proteasome_activator_subunit_3
Hhon_g06315.t1	
Hhon_g06316.t1	spermatogenesis_associated_48
Hhon_g06317.t1	ATP_citrate_lyase
Hhon_g06318.t1	COMMD3_BMI1_readthrough
Hhon_g06319.t1	HECT_domain_and_ankyrin_repeat_containing_E3_ubiquitin_protein_ligase_1
Hhon_g06320.t1	proteasome_20S_subunit_beta_3
Hhon_g06321.t1	
Hhon_g06322.t1	golgin_A4
Hhon_g06323.t1	natriuretic_peptide_receptor_1
Hhon_g06324.t1	natriuretic_peptide_receptor_2
Hhon_g06325.t1	sidekick_cell_adhesion_molecule_1
Hhon_g06326.t1	Bardet_Biedl_syndrome_7
Hhon_g06327.t1	
Hhon_g06328.t1	
Hhon_g06329.t1	biphenyl_hydrolase_like
Hhon_g06330.t1	pleckstrin_homology_domain_containing_A1
Hhon_g06331.t1	
Hhon_g06332.t1	EPH_receptor_A5
Hhon_g06333.t1	kinesin_family_member_11
Hhon_g06334.t1	DDRGK_domain_containing_1
Hhon_g06335.t1	
Hhon_g06336.t1	
Hhon_g06337.t1	coiled_coil_domain_containing_39
Hhon_g06338.t1	centrobin_centriole_duplication_and_spindle_assembly_protein
Hhon_g06339.t1	
Hhon_g06340.t1	solute_carrier_family_37_member_2
Hhon_g06341.t1	solute_carrier_family_37_member_2
Hhon_g06342.t1	solute_carrier_family_37_member_2
Hhon_g06343.t1	coiled_coil_domain_containing_15
Hhon_g06344.t1	TBC1_domain_family_member_23
Hhon_g06345.t1	stress_associated_endoplasmic_reticulum_protein_family_member_2
Hhon_g06346.t1	UPF3A_regulator_of_nonsense_mediated_mRNA_decay
Hhon_g06347.t1	pleckstrin_homology_domain_containing_M3
Hhon_g06348.t1	mannose_phosphate_isomerase
Hhon_g06349.t1	
Hhon_g06350.t1	collagen_type_IV_alpha_1_chain
Hhon_g06351.t1	collagen_type_IV_alpha_1_chain
Hhon_g06352.t1	WD_repeat_containing_antisense_to_TP53
Hhon_g06353.t1	peroxisomal_biogenesis_factor_1
Hhon_g06354.t1	ribonuclease_P_MRP_subunit_p38
Hhon_g06355.t1	ribonuclease_H2_subunit_B
Hhon_g06356.t1	
Hhon_g06357.t1	guanylate_cyclase_1_soluble_subunit_beta_1
Hhon_g06358.t1	FER_tyrosine_kinase
Hhon_g06359.t1	phosphoserine_aminotransferase_1
Hhon_g06360.t1	FER_tyrosine_kinase
Hhon_g06361.t1	
Hhon_g06362.t1	
Hhon_g06363.t1	SEL1L2_adaptor_subunit_of_ERAD_E3_ligase
Hhon_g06364.t1	prune_exopolyphosphatase_1
Hhon_g06365.t1	coronin_1C
Hhon_g06366.t1	kinesin_family_binding_protein
Hhon_g06367.t1	G_protein_subunit_alpha_q
Hhon_g06368.t1	
Hhon_g06369.t1	atlastin_GTPase_2
Hhon_g06370.t1	acidic_nuclear_phosphoprotein_32_family_member_A
Hhon_g06371.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g06372.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g06373.t1	adhesion_G_protein_coupled_receptor_D1
Hhon_g06374.t1	protein_phosphatase_Mg2_Mn2_dependent_1H
Hhon_g06375.t1	ubiquitin_like_modifier_activating_enzyme_1
Hhon_g06376.t1	relaxin_family_peptide_receptor_1
Hhon_g06377.t1	Ras_association_domain_family_member_6
Hhon_g06378.t1	leucine_rich_repeat_containing_45
Hhon_g06379.t1	
Hhon_g06380.t1	B_Raf_proto_oncogene_serine_threonine_kinase
Hhon_g06381.t1	transmembrane_protein_167B
Hhon_g06382.t1	MAPK_activated_protein_kinase_2
Hhon_g06383.t1	cilia_and_flagella_associated_protein_299
Hhon_g06384.t1	
Hhon_g06385.t1	
Hhon_g06386.t1	
Hhon_g06387.t1	MSL_complex_subunit_3
Hhon_g06388.t1	CCR4_NOT_transcription_complex_subunit_8
Hhon_g06389.t1	
Hhon_g06390.t1	abhydrolase_domain_containing_18
Hhon_g06391.t1	kinesin_family_member_3A
Hhon_g06392.t1	zinc_finger_DHHC_type_palmitoyltransferase_15
Hhon_g06393.t1	MCTS1_re_initiation_and_release_factor
Hhon_g06394.t1	A_kinase_anchoring_protein_17A
Hhon_g06395.t1	progesterone_receptor_membrane_component_2
Hhon_g06396.t1	O_linked_N_acetylglucosamine_GlcNAc_transferase
Hhon_g06397.t1	
Hhon_g06398.t1	nuclear_distribution_C_dynein_complex_regulator
Hhon_g06399.t1	
Hhon_g06400.t1	ADP_ribosylation_factor_like_GTPase_6
Hhon_g06401.t1	chitobiase
Hhon_g06402.t1	chitobiase
Hhon_g06403.t1	chitobiase
Hhon_g06404.t1	transmembrane_protein_184C
Hhon_g06405.t1	carbonyl_reductase_4
Hhon_g06406.t1	retinol_dehydrogenase_5
Hhon_g06407.t1	
Hhon_g06408.t1	uromodulin
Hhon_g06409.t1	
Hhon_g06410.t1	
Hhon_g06411.t1	relaxin_family_peptide_receptor_2
Hhon_g06412.t1	glutamate_metabotropic_receptor_2
Hhon_g06413.t1	transcription_factor_B1_mitochondrial
Hhon_g06414.t1	DEAD_box_helicase_10
Hhon_g06415.t1	TATA_box_binding_protein_associated_factor_RNA_polymerase_I_subunit_B
Hhon_g06416.t1	CAP_Gly_domain_containing_linker_protein_2
Hhon_g06417.t1	
Hhon_g06418.t1	
Hhon_g06419.t1	ADP_ribosylation_factor_like_GTPase_13B
Hhon_g06420.t1	Scm_polycomb_group_protein_like_2
Hhon_g06421.t1	
Hhon_g06422.t1	non_POU_domain_containing_octamer_binding
Hhon_g06423.t1	
Hhon_g06424.t1	
Hhon_g06425.t1	actin_beta
Hhon_g06426.t1	actin_beta
Hhon_g06427.t1	F_box_protein_21
Hhon_g06428.t1	MMS22_like_DNA_repair_protein
Hhon_g06429.t1	lysine_demethylase_8
Hhon_g06430.t1	lysine_demethylase_8
Hhon_g06431.t1	tRNA_yW_synthesizing_protein_5
Hhon_g06432.t1	lysine_demethylase_8
Hhon_g06433.t1	
Hhon_g06434.t1	
Hhon_g06435.t1	
Hhon_g06436.t1	
Hhon_g06437.t1	
Hhon_g06438.t1	
Hhon_g06439.t1	DIRAS_family_GTPase_2
Hhon_g06440.t1	cell_division_cycle_5_like
Hhon_g06441.t1	mitochondrial_ribosomal_protein_L19
Hhon_g06442.t1	RNA_pseudouridine_synthase_domain_containing_1
Hhon_g06443.t1	cell_division_cycle_5_like
Hhon_g06444.t1	PAX3_and_PAX7_binding_protein_1
Hhon_g06445.t1	cytochrome_P450_family_24_subfamily_A_member_1
Hhon_g06446.t1	cytochrome_P450_family_27_subfamily_C_member_1
Hhon_g06447.t1	cytochrome_P450_family_27_subfamily_C_member_1
Hhon_g06448.t1	
Hhon_g06449.t1	cytochrome_P450_family_24_subfamily_A_member_1
Hhon_g06450.t1	cytochrome_P450_family_24_subfamily_A_member_1
Hhon_g06451.t1	synaptotagmin_binding_cytoplasmic_RNA_interacting_protein
Hhon_g06452.t1	
Hhon_g06453.t1	RAB5A_member_RAS_oncogene_family
Hhon_g06454.t1	RAB5A_member_RAS_oncogene_family
Hhon_g06455.t1	epithelial_cell_transforming_2_like
Hhon_g06456.t1	
Hhon_g06457.t1	microsomal_glutathione_S_transferase_3
Hhon_g06458.t1	microsomal_glutathione_S_transferase_3
Hhon_g06459.t1	leucine_rich_repeat_kinase_1
Hhon_g06460.t1	
Hhon_g06461.t1	SYF2_pre_mRNA_splicing_factor
Hhon_g06462.t1	acetyl_CoA_acetyltransferase_2
Hhon_g06463.t1	CTP_synthase_1
Hhon_g06464.t1	peroxiredoxin_4
Hhon_g06465.t1	DEAD_box_helicase_18
Hhon_g06466.t1	SDA1_domain_containing_1
Hhon_g06467.t1	
Hhon_g06468.t1	inhibitor_of_Bruton_tyrosine_kinase
Hhon_g06469.t1	mitochondrial_ribosomal_protein_S15
Hhon_g06470.t1	inturned_planar_cell_polarity_protein
Hhon_g06471.t1	
Hhon_g06472.t1	
Hhon_g06473.t1	pyridoxal_kinase
Hhon_g06474.t1	
Hhon_g06475.t1	
Hhon_g06476.t1	
Hhon_g06477.t1	calponin_3
Hhon_g06478.t1	calponin_3
Hhon_g06479.t1	cyclic_nucleotide_binding_domain_containing_2
Hhon_g06480.t1	TBC1_domain_family_member_19
Hhon_g06481.t1	5_nucleotidase_ecto
Hhon_g06482.t1	arrestin_domain_containing_3
Hhon_g06483.t1	
Hhon_g06484.t1	
Hhon_g06485.t1	
Hhon_g06486.t1	
Hhon_g06487.t1	sidekick_cell_adhesion_molecule_2
Hhon_g06488.t1	cytochrome_P450_family_4_subfamily_B_member_1
Hhon_g06489.t1	cytochrome_P450_family_4_subfamily_X_member_1
Hhon_g06490.t1	cytochrome_P450_family_4_subfamily_X_member_1
Hhon_g06491.t1	cytochrome_P450_family_4_subfamily_F_member_12
Hhon_g06492.t1	pseudouridine_synthase_1
Hhon_g06493.t1	pentatricopeptide_repeat_domain_3
Hhon_g06494.t1	RNA_exonuclease_1_homolog
Hhon_g06495.t1	tetratricopeptide_repeat_domain_4
Hhon_g06496.t1	
Hhon_g06497.t1	leucine_rich_repeat_containing_40
Hhon_g06498.t1	tRNA_methyltransferase_13_homolog
Hhon_g06499.t1	
Hhon_g06500.t1	terminal_uridylyl_transferase_4
Hhon_g06501.t1	peptidylprolyl_isomerase_domain_and_WD_repeat_containing_1
Hhon_g06502.t1	novel_lipoprotein_amino_terminal_region_containing_protein
Hhon_g06503.t1	
Hhon_g06504.t1	5_hydroxytryptamine_receptor_1D
Hhon_g06505.t1	5_hydroxytryptamine_receptor_1D
Hhon_g06506.t1	adhesion_G_protein_coupled_receptor_L2
Hhon_g06507.t1	hemicentin_2
Hhon_g06508.t1	hypoxia_up_regulated_1
Hhon_g06509.t1	mitochondrial_ribosomal_protein_L17
Hhon_g06510.t1	ubiquitin_specific_peptidase_2
Hhon_g06511.t1	ubiquitin_specific_peptidase_2
Hhon_g06512.t1	sarcolemma_associated_protein
Hhon_g06513.t1	filamin_C
Hhon_g06514.t1	adrenoceptor_alpha_1A
Hhon_g06515.t1	GDP_mannose_pyrophosphorylase_B
Hhon_g06516.t1	
Hhon_g06517.t1	solute_carrier_family_6_member_1
Hhon_g06518.t1	UDP_glucuronosyltransferase_family_2_member_A1_complex_locus
Hhon_g06519.t1	
Hhon_g06520.t1	
Hhon_g06521.t1	
Hhon_g06522.t1	
Hhon_g06523.t1	
Hhon_g06524.t1	
Hhon_g06525.t1	
Hhon_g06526.t1	UDP_glycosyltransferase_8
Hhon_g06527.t1	
Hhon_g06528.t1	NOP2_Sun_RNA_methyltransferase_5
Hhon_g06529.t1	
Hhon_g06530.t1	sorting_nexin_6
Hhon_g06531.t1	apurinic_apyrimidinic_endodeoxyribonuclease_2
Hhon_g06532.t1	leucine_rich_repeats_and_guanylate_kinase_domain_containing
Hhon_g06533.t1	SMAD_family_member_3
Hhon_g06534.t1	WD_repeat_domain_82
Hhon_g06535.t1	transient_receptor_potential_cation_channel_subfamily_M_member_3
Hhon_g06536.t1	transient_receptor_potential_cation_channel_subfamily_M_member_2
Hhon_g06537.t1	phosphorylase_kinase_catalytic_subunit_gamma_1
Hhon_g06538.t1	
Hhon_g06539.t1	inositol_polyphosphate_5_phosphatase_J
Hhon_g06540.t1	EF_hand_calcium_binding_domain_5
Hhon_g06541.t1	
Hhon_g06542.t1	leucine_rich_repeats_and_WD_repeat_domain_containing_1
Hhon_g06543.t1	glutathione_S_transferase_omega_1
Hhon_g06544.t1	alkB_homolog_4_lysine_demethylase
Hhon_g06545.t1	alkB_homolog_2_alpha_ketoglutarate_dependent_dioxygenase
Hhon_g06546.t1	inositol_3_phosphate_synthase_1
Hhon_g06547.t1	
Hhon_g06548.t1	pelota_mRNA_surveillance_and_ribosome_rescue_factor
Hhon_g06549.t1	nudix_hydrolase_6
Hhon_g06550.t1	malate_dehydrogenase_2
Hhon_g06551.t1	mitochondrial_E3_ubiquitin_protein_ligase_1
Hhon_g06552.t1	mitochondrial_E3_ubiquitin_protein_ligase_1
Hhon_g06553.t1	solute_carrier_family_6_member_13
Hhon_g06554.t1	solute_carrier_family_6_member_13
Hhon_g06555.t1	solute_carrier_family_6_member_13
Hhon_g06556.t1	solute_carrier_family_6_member_13
Hhon_g06557.t1	adenylate_cyclase_10
Hhon_g06558.t1	
Hhon_g06559.t1	
Hhon_g06560.t1	ectonucleoside_triphosphate_diphosphohydrolase_5_inactive
Hhon_g06561.t1	EF_hand_calcium_binding_domain_2
Hhon_g06562.t1	heterogeneous_nuclear_ribonucleoprotein_U_like_1
Hhon_g06563.t1	adaptor_related_protein_complex_4_subunit_mu_1
Hhon_g06564.t1	general_transcription_factor_IIA_subunit_1
Hhon_g06565.t1	phospholipase_C_beta_4
Hhon_g06566.t1	phospholipase_C_beta_4
Hhon_g06567.t1	deleted_in_malignant_brain_tumors_1
Hhon_g06568.t1	thioredoxin_related_transmembrane_protein_1
Hhon_g06569.t1	crooked_neck_pre_mRNA_splicing_factor_1
Hhon_g06570.t1	signal_recognition_particle_54
Hhon_g06571.t1	AKT_serine_threonine_kinase_3
Hhon_g06572.t1	regulator_of_G_protein_signaling_22
Hhon_g06573.t1	signal_recognition_particle_14
Hhon_g06574.t1	VPS39_subunit_of_HOPS_complex
Hhon_g06575.t1	solute_carrier_organic_anion_transporter_family_member_4C1
Hhon_g06576.t1	solute_carrier_organic_anion_transporter_family_member_4C1
Hhon_g06577.t1	solute_carrier_organic_anion_transporter_family_member_4C1
Hhon_g06578.t1	alkaline_ceramidase_3
Hhon_g06579.t1	alkaline_ceramidase_3
Hhon_g06580.t1	adhesion_G_protein_coupled_receptor_F3
Hhon_g06581.t1	solute_carrier_family_24_member_4
Hhon_g06582.t1	CDC42_binding_protein_kinase_beta
Hhon_g06583.t1	spliceosome_associated_factor_1_recruiter_of_U4_U6.U5_tri_snRNP
Hhon_g06584.t1	
Hhon_g06585.t1	solute_carrier_family_35_member_F3
Hhon_g06586.t1	solute_carrier_family_35_member_F3
Hhon_g06587.t1	solute_carrier_family_35_member_F3
Hhon_g06588.t1	
Hhon_g06589.t1	
Hhon_g06590.t1	
Hhon_g06591.t1	
Hhon_g06592.t1	
Hhon_g06593.t1	
Hhon_g06594.t1	
Hhon_g06595.t1	
Hhon_g06596.t1	
Hhon_g06597.t1	
Hhon_g06598.t1	
Hhon_g06599.t1	
Hhon_g06600.t1	
Hhon_g06601.t1	amnion_associated_transmembrane_protein
Hhon_g06602.t1	ATP_synthase_inhibitory_factor_subunit_1
Hhon_g06603.t1	cullin_associated_and_neddylation_dissociated_1
Hhon_g06604.t1	exocyst_complex_component_3
Hhon_g06605.t1	
Hhon_g06606.t1	pre_mRNA_processing_factor_6
Hhon_g06607.t1	potassium_two_pore_domain_channel_subfamily_K_member_9
Hhon_g06608.t1	calcium_sensing_receptor
Hhon_g06609.t1	glutaminase_2
Hhon_g06610.t1	phosducin_like_3
Hhon_g06611.t1	
Hhon_g06612.t1	
Hhon_g06613.t1	peptidase_M20_domain_containing_1
Hhon_g06614.t1	peptidase_M20_domain_containing_1
Hhon_g06615.t1	RAB20_member_RAS_oncogene_family
Hhon_g06616.t1	
Hhon_g06617.t1	
Hhon_g06618.t1	
Hhon_g06619.t1	
Hhon_g06620.t1	
Hhon_g06621.t1	
Hhon_g06622.t1	
Hhon_g06623.t1	
Hhon_g06624.t1	
Hhon_g06625.t1	protein_disulfide_isomerase_family_A_member_6
Hhon_g06626.t1	
Hhon_g06627.t1	
Hhon_g06628.t1	bystin_like
Hhon_g06629.t1	sorting_nexin_17
Hhon_g06630.t1	gamma_glutamyltransferase_1
Hhon_g06631.t1	adenylate_kinase_2
Hhon_g06632.t1	eukaryotic_translation_initiation_factor_2B_subunit_delta
Hhon_g06633.t1	integrator_complex_subunit_9
Hhon_g06634.t1	hes_related_family_bHLH_transcription_factor_with_YRPW_motif_2
Hhon_g06635.t1	mitochondrial_ribosomal_protein_S28
Hhon_g06636.t1	HD_domain_containing_2
Hhon_g06637.t1	theg_spermatid_protein_like
Hhon_g06638.t1	serine_threonine_kinase_3
Hhon_g06639.t1	lactamase_beta_2
Hhon_g06640.t1	lactamase_beta_2
Hhon_g06641.t1	exostosin_glycosyltransferase_1
Hhon_g06642.t1	aspartate_beta_hydroxylase
Hhon_g06643.t1	small_nuclear_ribonucleoprotein_U11_U12_subunit_48
