Hhon_g00001.t1	zinc_finger_BED_type_containing_6	Dimer_Tnp_hAT/
Hhon_g06361.t1		Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
Hhon_g06362.t1		Sel1/Sel1/Sel1/Sel1/
Hhon_g06363.t1	SEL1L2_adaptor_subunit_of_ERAD_E3_ligase	Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
Hhon_g06364.t1	prune_exopolyphosphatase_1	DHH/DHHA2/BNIP2/CRAL_TRIO_2/
Hhon_g06365.t1	coronin_1C	DUF1899/WD40/WD40/WD40/WD40_4/
Hhon_g06366.t1	kinesin_family_binding_protein	KBP_C/
Hhon_g06367.t1	G_protein_subunit_alpha_q	G-alpha/
Hhon_g06368.t1		DUF2610/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
Hhon_g06369.t1	atlastin_GTPase_2	GBP/
Hhon_g06370.t1	acidic_nuclear_phosphoprotein_32_family_member_A	LRR_9/
Hhon_g06371.t1	adhesion_G_protein_coupled_receptor_L3	7tm_2/
Hhon_g06372.t1	adhesion_G_protein_coupled_receptor_L3	Lectin_C/Lectin_C/Lectin_C/Lectin_C/GPS/7tm_2/
Hhon_g06373.t1	adhesion_G_protein_coupled_receptor_D1	7tm_2/
Hhon_g06374.t1	protein_phosphatase_Mg2_Mn2_dependent_1H	PP2C/PP2C/
Hhon_g06375.t1	ubiquitin_like_modifier_activating_enzyme_1	ThiF/E1_FCCH/E1_4HB/ThiF/UBA_e1_thiolCys/E1_UFD/
Hhon_g06376.t1	relaxin_family_peptide_receptor_1	Ldl_recept_a/Ldl_recept_a/CUB/Ldl_recept_a/CUB/CUB/CUB/CUB/CUB/Ldl_recept_a/CUB/Ldl_recept_a/Ldl_recept_a/LRR_8/LRR_8/7tm_1/
Hhon_g06377.t1	Ras_association_domain_family_member_6	RA/Nore1-SARAH/
Hhon_g06378.t1	leucine_rich_repeat_containing_45	LRR_6/LRR_6/LRR_6/
Hhon_g06379.t1		7tm_1/
Hhon_g06380.t1	B_Raf_proto_oncogene_serine_threonine_kinase	RBD/C1_1/Pkinase_Tyr/
Hhon_g06381.t1	transmembrane_protein_167B	DUF1242/
Hhon_g06382.t1	MAPK_activated_protein_kinase_2	Pkinase/
Hhon_g06383.t1	cilia_and_flagella_associated_protein_299	DUF4464/
Hhon_g06384.t1		F-box/
Hhon_g06385.t1		
Hhon_g06386.t1		
Hhon_g06387.t1	MSL_complex_subunit_3	Tudor-knot/MRG/
Hhon_g06388.t1	CCR4_NOT_transcription_complex_subunit_8	CAF1/CAF1/
Hhon_g06389.t1		
Hhon_g06390.t1	abhydrolase_domain_containing_18	DUF2048/
Hhon_g06391.t1	kinesin_family_member_3A	Kinesin/
Hhon_g06392.t1	zinc_finger_DHHC_type_palmitoyltransferase_15	DHHC/
Hhon_g06393.t1	MCTS1_re_initiation_and_release_factor	Pre-PUA/PUA/
Hhon_g06394.t1	A_kinase_anchoring_protein_17A	
Hhon_g06395.t1	progesterone_receptor_membrane_component_2	Cyt-b5/
Hhon_g06396.t1	O_linked_N_acetylglucosamine_GlcNAc_transferase	TPR_11/TPR_11/TPR_8/TPR_11/TPR_17/TPR_11/TPR_11/Glyco_transf_41/
Hhon_g06397.t1		Cdd1/
Hhon_g06398.t1	nuclear_distribution_C_dynein_complex_regulator	Nudc_N/CS/
Hhon_g06399.t1		
Hhon_g06400.t1	ADP_ribosylation_factor_like_GTPase_6	Arf/
Hhon_g06401.t1	chitobiase	Glyco_hydro_18/
Hhon_g06402.t1	chitobiase	Glyco_hydro_18/
Hhon_g06403.t1	chitobiase	Glyco_hydro_18/
Hhon_g06404.t1	transmembrane_protein_184C	Solute_trans_a/
Hhon_g06405.t1	carbonyl_reductase_4	adh_short/
Hhon_g06406.t1	retinol_dehydrogenase_5	adh_short/
Hhon_g06407.t1		
Hhon_g06408.t1	uromodulin	EGF/EGF_CA/EGF/hEGF/EGF_CA/EGF/EGF/EGF/hEGF/EGF/EGF/
Hhon_g06409.t1		
Hhon_g06410.t1		7tm_1/
Hhon_g06411.t1	relaxin_family_peptide_receptor_2	LRR_8/LRR_5/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_g06412.t1	glutamate_metabotropic_receptor_2	ANF_receptor/NCD3G/7tm_3/
Hhon_g06413.t1	transcription_factor_B1_mitochondrial	RrnaAD/
Hhon_g06414.t1	DEAD_box_helicase_10	DEAD/Helicase_C/DUF4217/
Hhon_g06415.t1	TATA_box_binding_protein_associated_factor_RNA_polymerase_I_subunit_B	zf-RRN7/
Hhon_g06416.t1	CAP_Gly_domain_containing_linker_protein_2	CAP_GLY/
Hhon_g06417.t1		
Hhon_g06418.t1		Bmt2/
Hhon_g06419.t1	ADP_ribosylation_factor_like_GTPase_13B	Arf/
Hhon_g06420.t1	Scm_polycomb_group_protein_like_2	MBT/MBT/SLED/SAM_1/
Hhon_g06421.t1		
Hhon_g06422.t1	non_POU_domain_containing_octamer_binding	RRM_1/RRM_1/NOPS/
Hhon_g06423.t1		
Hhon_g06424.t1		
Hhon_g06425.t1	actin_beta	Actin/
Hhon_g06426.t1	actin_beta	Actin/
Hhon_g06427.t1	F_box_protein_21	YccV-like/
Hhon_g06428.t1	MMS22_like_DNA_repair_protein	MMS22L_N/MMS22L_C/
Hhon_g06429.t1	lysine_demethylase_8	Cupin_8/
Hhon_g06430.t1	lysine_demethylase_8	Cupin_8/
Hhon_g06431.t1	tRNA_yW_synthesizing_protein_5	Cupin_8/
Hhon_g06432.t1	lysine_demethylase_8	Cupin_8/
Hhon_g06433.t1		
Hhon_g06434.t1		GST_N_2/GST_C_2/
Hhon_g06435.t1		GST_N_2/
Hhon_g06436.t1		GST_N_2/
Hhon_g06437.t1		GST_N_2/GST_C_2/
Hhon_g06438.t1		GST_N_2/GST_C_2/
Hhon_g06439.t1	DIRAS_family_GTPase_2	Ras/
Hhon_g06440.t1	cell_division_cycle_5_like	Myb_Cef/
Hhon_g06441.t1	mitochondrial_ribosomal_protein_L19	Ribosomal_L19/
Hhon_g06442.t1	RNA_pseudouridine_synthase_domain_containing_1	PseudoU_synth_2/
Hhon_g06443.t1	cell_division_cycle_5_like	Myb_DNA-bind_6/Myb_Cef/
Hhon_g06444.t1	PAX3_and_PAX7_binding_protein_1	GCFC/
Hhon_g06445.t1	cytochrome_P450_family_24_subfamily_A_member_1	p450/
Hhon_g06446.t1	cytochrome_P450_family_27_subfamily_C_member_1	p450/
Hhon_g06447.t1	cytochrome_P450_family_27_subfamily_C_member_1	p450/
Hhon_g06448.t1		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/COR/Death/
Hhon_g06449.t1	cytochrome_P450_family_24_subfamily_A_member_1	p450/p450/
Hhon_g06450.t1	cytochrome_P450_family_24_subfamily_A_member_1	p450/
Hhon_g06451.t1	synaptotagmin_binding_cytoplasmic_RNA_interacting_protein	RRM_1/RRM_1/
Hhon_g06452.t1		Lipase_2/
Hhon_g06453.t1	RAB5A_member_RAS_oncogene_family	Ras/
Hhon_g06454.t1	RAB5A_member_RAS_oncogene_family	Ras/Ras/
Hhon_g06455.t1	epithelial_cell_transforming_2_like	F-box-like/RhoGEF/
Hhon_g06456.t1		
Hhon_g06457.t1	microsomal_glutathione_S_transferase_3	MAPEG/
Hhon_g06458.t1	microsomal_glutathione_S_transferase_3	MAPEG/
Hhon_g06459.t1	leucine_rich_repeat_kinase_1	Ank_2/Ank/Ank_2/Ank_2/Ank_2/LRR_8/LRR_8/Roc/COR/Pkinase/
Hhon_g06460.t1		
Hhon_g06461.t1	SYF2_pre_mRNA_splicing_factor	SYF2/
Hhon_g06462.t1	acetyl_CoA_acetyltransferase_2	Thiolase_N/Thiolase_C/
Hhon_g06463.t1	CTP_synthase_1	CTP_synth_N/GATase/
Hhon_g06464.t1	peroxiredoxin_4	AhpC-TSA/1-cysPrx_C/
Hhon_g06465.t1	DEAD_box_helicase_18	DEAD/Helicase_C/DUF4217/
Hhon_g06466.t1	SDA1_domain_containing_1	NUC130_3NT/SDA1/
Hhon_g06467.t1		
Hhon_g06468.t1	inhibitor_of_Bruton_tyrosine_kinase	Ank_2/RCC1/RCC1/RCC1/BTB/BTB/
Hhon_g06469.t1	mitochondrial_ribosomal_protein_S15	Ribosomal_S15/
Hhon_g06470.t1	inturned_planar_cell_polarity_protein	PDZ_6/Intu_longin_1/Intu_longin_2/Intu_longin_3/
Hhon_g06471.t1		S4/
Hhon_g06472.t1		
Hhon_g06473.t1	pyridoxal_kinase	Phos_pyr_kin/
Hhon_g06474.t1		
Hhon_g06475.t1		TPR_12/TPR_10/TPR_12/
Hhon_g06476.t1		CYTH/
Hhon_g06477.t1	calponin_3	CH/
Hhon_g06478.t1	calponin_3	CH/Calponin/
Hhon_g06479.t1	cyclic_nucleotide_binding_domain_containing_2	
Hhon_g06480.t1	TBC1_domain_family_member_19	RabGAP-TBC/
Hhon_g06481.t1	5_nucleotidase_ecto	Metallophos/5_nucleotid_C/
Hhon_g06482.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g06483.t1		7tm_1/
Hhon_g06484.t1		7tm_1/
Hhon_g06485.t1		7tm_1/
Hhon_g06486.t1		7tm_1/
Hhon_g06487.t1	sidekick_cell_adhesion_molecule_2	fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase/
Hhon_g06488.t1	cytochrome_P450_family_4_subfamily_B_member_1	p450/
Hhon_g06489.t1	cytochrome_P450_family_4_subfamily_X_member_1	p450/
Hhon_g06490.t1	cytochrome_P450_family_4_subfamily_X_member_1	p450/
Hhon_g06491.t1	cytochrome_P450_family_4_subfamily_F_member_12	p450/
Hhon_g06492.t1	pseudouridine_synthase_1	PseudoU_synth_1/
Hhon_g06493.t1	pentatricopeptide_repeat_domain_3	PPR_long/
Hhon_g06494.t1	RNA_exonuclease_1_homolog	EloA-BP1/
Hhon_g06495.t1	tetratricopeptide_repeat_domain_4	Wheel/
Hhon_g06496.t1		
Hhon_g06497.t1	leucine_rich_repeat_containing_40	LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/
Hhon_g06498.t1	tRNA_methyltransferase_13_homolog	zf-TRM13_CCCH/zf-U11-48K/TRM13/
Hhon_g06499.t1		
Hhon_g06500.t1	terminal_uridylyl_transferase_4	TUTase/PAP_assoc/TUTase/PAP_assoc/
Hhon_g06501.t1	peptidylprolyl_isomerase_domain_and_WD_repeat_containing_1	WD40/Pro_isomerase/
Hhon_g06502.t1	novel_lipoprotein_amino_terminal_region_containing_protein	Vitellogenin_N/DUF1943/DUF1081/VWD/C8/
Hhon_g06503.t1		
Hhon_g06504.t1	5_hydroxytryptamine_receptor_1D	7tm_1/
Hhon_g06505.t1	5_hydroxytryptamine_receptor_1D	7tm_1/
Hhon_g06506.t1	adhesion_G_protein_coupled_receptor_L2	Lectin_C/Lectin_C/GPS/7tm_2/
Hhon_g06507.t1	hemicentin_2	Ig_3/Ig_3/Ig_3/Ig_3/Ig_2/Ig_3/Ig_3/fn3/
Hhon_g06508.t1	hypoxia_up_regulated_1	HSP70/
Hhon_g06509.t1	mitochondrial_ribosomal_protein_L17	Ribosomal_L17/
Hhon_g06510.t1	ubiquitin_specific_peptidase_2	UCH/
Hhon_g06511.t1	ubiquitin_specific_peptidase_2	UCH/
Hhon_g06512.t1	sarcolemma_associated_protein	FHA/
Hhon_g06513.t1	filamin_C	CH/CH/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/
Hhon_g06514.t1	adrenoceptor_alpha_1A	7tm_1/
Hhon_g06515.t1	GDP_mannose_pyrophosphorylase_B	NTP_transferase/Hexapep/
Hhon_g06516.t1		
Hhon_g06517.t1	solute_carrier_family_6_member_1	SNF/
Hhon_g06518.t1	UDP_glucuronosyltransferase_family_2_member_A1_complex_locus	UDPGT/
Hhon_g06519.t1		Lactamase_B/
Hhon_g06520.t1		Alkyl_sulf_dimr/
Hhon_g06521.t1		Alkyl_sulf_dimr/
Hhon_g06522.t1		Lactamase_B/Alkyl_sulf_dimr/Alkyl_sulf_C/
Hhon_g06523.t1		Lactamase_B/
Hhon_g06524.t1		Alkyl_sulf_dimr/
Hhon_g06525.t1		Alkyl_sulf_dimr/
Hhon_g06526.t1	UDP_glycosyltransferase_8	UDPGT/
Hhon_g06527.t1		
Hhon_g06528.t1	NOP2_Sun_RNA_methyltransferase_5	Methyltr_RsmB-F/
Hhon_g06529.t1		Indigoidine_A/PfkB/
Hhon_g06530.t1	sorting_nexin_6	PX/BAR/
Hhon_g06531.t1	apurinic_apyrimidinic_endodeoxyribonuclease_2	Exo_endo_phos/zf-GRF/
Hhon_g06532.t1	leucine_rich_repeats_and_guanylate_kinase_domain_containing	LRR_9/Guanylate_kin/
Hhon_g06533.t1	SMAD_family_member_3	MH1/MH2/
Hhon_g06534.t1	WD_repeat_domain_82	WD40/WD40/WD40/
Hhon_g06535.t1	transient_receptor_potential_cation_channel_subfamily_M_member_3	Ion_trans/
Hhon_g06536.t1	transient_receptor_potential_cation_channel_subfamily_M_member_2	LSDAT_euk/Ion_trans/
Hhon_g06537.t1	phosphorylase_kinase_catalytic_subunit_gamma_1	Pkinase/
Hhon_g06538.t1		EIF4E-T/
Hhon_g06539.t1	inositol_polyphosphate_5_phosphatase_J	Exo_endo_phos/SKICH/
Hhon_g06540.t1	EF_hand_calcium_binding_domain_5	
Hhon_g06541.t1		
Hhon_g06542.t1	leucine_rich_repeats_and_WD_repeat_domain_containing_1	WD40/
Hhon_g06543.t1	glutathione_S_transferase_omega_1	GST_N_3/
Hhon_g06544.t1	alkB_homolog_4_lysine_demethylase	
Hhon_g06545.t1	alkB_homolog_2_alpha_ketoglutarate_dependent_dioxygenase	2OG-FeII_Oxy_2/
Hhon_g06546.t1	inositol_3_phosphate_synthase_1	NAD_binding_5/Inos-1-P_synth/
Hhon_g06547.t1		
Hhon_g06548.t1	pelota_mRNA_surveillance_and_ribosome_rescue_factor	eRF1_1/eRF1_2/eRF1_3/
Hhon_g06549.t1	nudix_hydrolase_6	Nudix_hydro/NUDIX/
Hhon_g06550.t1	malate_dehydrogenase_2	Ldh_1_N/Ldh_1_C/
Hhon_g06551.t1	mitochondrial_E3_ubiquitin_protein_ligase_1	GIDE/zf-C3HC4_3/
Hhon_g06552.t1	mitochondrial_E3_ubiquitin_protein_ligase_1	zf-C3HC4_3/
Hhon_g06553.t1	solute_carrier_family_6_member_13	SNF/
Hhon_g06554.t1	solute_carrier_family_6_member_13	SNF/
Hhon_g06555.t1	solute_carrier_family_6_member_13	SNF/
Hhon_g06556.t1	solute_carrier_family_6_member_13	SNF/
Hhon_g06557.t1	adenylate_cyclase_10	AAA_16/
Hhon_g06558.t1		Cys_knot/
Hhon_g06559.t1		DAN/
Hhon_g06560.t1	ectonucleoside_triphosphate_diphosphohydrolase_5_inactive	GDA1_CD39/
Hhon_g06561.t1	EF_hand_calcium_binding_domain_2	
Hhon_g06562.t1	heterogeneous_nuclear_ribonucleoprotein_U_like_1	SPRY/AAA_33/
Hhon_g06563.t1	adaptor_related_protein_complex_4_subunit_mu_1	Adap_comp_sub/
Hhon_g06564.t1	general_transcription_factor_IIA_subunit_1	TFIIA/TFIIA/
Hhon_g06565.t1	phospholipase_C_beta_4	PH_14/EF-hand_like/PI-PLC-X/PI-PLC-Y/PLC-beta_C/
Hhon_g06566.t1	phospholipase_C_beta_4	PH_14/EF-hand_like/PI-PLC-X/PI-PLC-Y/DUF1154/
Hhon_g06567.t1	deleted_in_malignant_brain_tumors_1	SRCR/SRCR/SRCR/Ldl_recept_a/MAM/Ldl_recept_a/MAM/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/Ldl_recept_a/MAM/Ldl_recept_a/MAM/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/
Hhon_g06568.t1	thioredoxin_related_transmembrane_protein_1	Thioredoxin/
Hhon_g06569.t1	crooked_neck_pre_mRNA_splicing_factor_1	HAT/HAT/
Hhon_g06570.t1	signal_recognition_particle_54	SRP54_N/SRP54/SRP_SPB/
Hhon_g06571.t1	AKT_serine_threonine_kinase_3	PH/Pkinase/Pkinase_C/
Hhon_g06572.t1	regulator_of_G_protein_signaling_22	RGS/RGS/
Hhon_g06573.t1	signal_recognition_particle_14	SRP14/
Hhon_g06574.t1	VPS39_subunit_of_HOPS_complex	CNH/Vps39_1/Clathrin/Vps39_2/
Hhon_g06575.t1	solute_carrier_organic_anion_transporter_family_member_4C1	OATP/Kazal_2/
Hhon_g06576.t1	solute_carrier_organic_anion_transporter_family_member_4C1	OATP/Kazal_2/
Hhon_g06577.t1	solute_carrier_organic_anion_transporter_family_member_4C1	OATP/Kazal_2/
Hhon_g06578.t1	alkaline_ceramidase_3	Ceramidase/
Hhon_g06579.t1	alkaline_ceramidase_3	Ceramidase/
Hhon_g06580.t1	adhesion_G_protein_coupled_receptor_F3	7tm_2/
Hhon_g06581.t1	solute_carrier_family_24_member_4	Na_Ca_ex/Na_Ca_ex/
Hhon_g06582.t1	CDC42_binding_protein_kinase_beta	Pkinase/DMPK_coil/CNH/
Hhon_g06583.t1	spliceosome_associated_factor_1_recruiter_of_U4_U6.U5_tri_snRNP	SART-1/
Hhon_g06584.t1		
Hhon_g06585.t1	solute_carrier_family_35_member_F3	EamA/
Hhon_g06586.t1	solute_carrier_family_35_member_F3	
Hhon_g06587.t1	solute_carrier_family_35_member_F3	
Hhon_g06588.t1		
Hhon_g06589.t1		
Hhon_g06590.t1		
Hhon_g06591.t1		
Hhon_g06592.t1		
Hhon_g06593.t1		
Hhon_g06594.t1		
Hhon_g06595.t1		
Hhon_g06596.t1		CD20/
Hhon_g06597.t1		CD20/
Hhon_g06598.t1		CD20/
Hhon_g06599.t1		
Hhon_g06600.t1		
Hhon_g06601.t1	amnion_associated_transmembrane_protein	Amnionless/
Hhon_g06602.t1	ATP_synthase_inhibitory_factor_subunit_1	IATP/
Hhon_g06603.t1	cullin_associated_and_neddylation_dissociated_1	Telomere_reg-2/TIP120/
Hhon_g06604.t1	exocyst_complex_component_3	Sec6/
Hhon_g06605.t1		
Hhon_g06606.t1	pre_mRNA_processing_factor_6	PRP1_N/
Hhon_g06607.t1	potassium_two_pore_domain_channel_subfamily_K_member_9	Ion_trans_2/Ion_trans_2/
Hhon_g06608.t1	calcium_sensing_receptor	ANF_receptor/7tm_3/
Hhon_g06609.t1	glutaminase_2	EF-hand_14/Glutaminase/Ank_2/
Hhon_g06610.t1	phosducin_like_3	Phosducin/
Hhon_g06611.t1		IRS/
Hhon_g06612.t1		bZIP_2/
Hhon_g06613.t1	peptidase_M20_domain_containing_1	Peptidase_M20/M20_dimer/
Hhon_g06614.t1	peptidase_M20_domain_containing_1	Peptidase_M20/M20_dimer/
Hhon_g06615.t1	RAB20_member_RAS_oncogene_family	Ras/
Hhon_g06616.t1		ADP_ribosyl_GH/
Hhon_g06617.t1		
Hhon_g06618.t1		
Hhon_g06619.t1		CD20/
Hhon_g06620.t1		
Hhon_g06621.t1		
Hhon_g06622.t1		
Hhon_g06623.t1		
Hhon_g06624.t1		
Hhon_g06625.t1	protein_disulfide_isomerase_family_A_member_6	Thioredoxin/Thioredoxin/
Hhon_g06626.t1		Methyltransf_23/
Hhon_g06627.t1		
Hhon_g06628.t1	bystin_like	Bystin/
Hhon_g06629.t1	sorting_nexin_17	PX/SNX17_FERM_C/
Hhon_g06630.t1	gamma_glutamyltransferase_1	G_glu_transpept/
Hhon_g06631.t1	adenylate_kinase_2	ADK/ADK_lid/
Hhon_g06632.t1	eukaryotic_translation_initiation_factor_2B_subunit_delta	IF-2B/
Hhon_g06633.t1	integrator_complex_subunit_9	Lactamase_B_6/
Hhon_g06634.t1	hes_related_family_bHLH_transcription_factor_with_YRPW_motif_2	HLH/
Hhon_g06635.t1	mitochondrial_ribosomal_protein_S28	MRP-S35/
Hhon_g06636.t1	HD_domain_containing_2	HD_3/
Hhon_g06637.t1	theg_spermatid_protein_like	THEG/THEG/THEG/THEG/THEG/
Hhon_g06638.t1	serine_threonine_kinase_3	Pkinase/Mst1_SARAH/
Hhon_g06639.t1	lactamase_beta_2	Lactamase_B/BLACT_WH/
Hhon_g06640.t1	lactamase_beta_2	Lactamase_B/BLACT_WH/
Hhon_g06641.t1	exostosin_glycosyltransferase_1	Exostosin/Glyco_transf_64/
Hhon_g06642.t1	aspartate_beta_hydroxylase	TPR_16/Asp_Arg_Hydrox/
Hhon_g06643.t1	small_nuclear_ribonucleoprotein_U11_U12_subunit_48	
Hhon_g06644.t1	transmembrane_and_coiled_coil_domain_family_2	Tmemb_cc2/
Hhon_g06645.t1		
Hhon_g06646.t1	cathepsin_C	CathepsinC_exc/Peptidase_C1/
Hhon_g06647.t1	UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_5	Galactosyl_T/
Hhon_g06648.t1	RAD54_homolog_B	SNF2_N/Helicase_C/
Hhon_g06649.t1	DEP_domain_containing_5_GATOR1_subcomplex_subunit	IML1/
Hhon_g06650.t1	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
Hhon_g06651.t1	adenosine_kinase	PfkB/
Hhon_g06652.t1		
Hhon_g06653.t1	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
Hhon_g06654.t1	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
Hhon_g06655.t1		
Hhon_g06656.t1	transmembrane_and_coiled_coil_domains_6	Arm/
Hhon_g06657.t1	transmembrane_serine_protease_3	Trypsin/
Hhon_g06658.t1		
Hhon_g06659.t1	GCN1_activator_of_EIF2AK4	
Hhon_g06660.t1	citron_rho_interacting_serine_threonine_kinase	Pkinase/PH/CNH/
Hhon_g06661.t1	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
Hhon_g06662.t1	slingshot_protein_phosphatase_2	DEK_C/DSPc/
Hhon_g06663.t1	cyclic_nucleotide_gated_channel_subunit_alpha_3	Ion_trans/cNMP_binding/
Hhon_g06664.t1		
Hhon_g06665.t1	serine_dehydratase_like	PALP/
Hhon_g06666.t1	oxysterol_binding_protein	PH/Oxysterol_BP/
Hhon_g06667.t1	unc_119_lipid_binding_chaperone_B	GMP_PDE_delta/
Hhon_g06668.t1	adenylate_cyclase_3	AC_N/Guanylate_cyc/Guanylate_cyc/
Hhon_g06669.t1	RAD21_cohesin_complex_component	Rad21_Rec8_N/Rad21_Rec8/
Hhon_g06670.t1		
Hhon_g06671.t1	RIO_kinase_3	RIO1/
Hhon_g06672.t1	cathepsin_B	Propeptide_C1/Peptidase_C1/
Hhon_g06673.t1	tRNA_methyltransferase_11_homolog	UPF0020/
Hhon_g06674.t1		Cupin_5/
Hhon_g06675.t1	ER_membrane_protein_complex_subunit_2	
Hhon_g06676.t1	PHD_finger_protein_3	PHD/TFIIS_M/SPOC/
Hhon_g06677.t1	ubiquinol_cytochrome_c_reductase_complex_assembly_factor_2	
Hhon_g06678.t1		IQ/
Hhon_g06679.t1	transmembrane_protein_241	EamA/
Hhon_g06680.t1		Abhydrolase_1/
Hhon_g06681.t1		
Hhon_g06682.t1	zinc_finger_C2HC_type_containing_1A	zf-C2HC_2/zf-C2HC_2/
Hhon_g06683.t1	farnesyl_diphosphate_farnesyltransferase_1	SQS_PSY/
Hhon_g06684.t1	bone_morphogenetic_protein_7	TGF_beta/
Hhon_g06685.t1	bone_morphogenetic_protein_7	TGF_beta/
Hhon_g06686.t1	thioredoxin_domain_containing_5	Thioredoxin/Thioredoxin/
Hhon_g06687.t1		
Hhon_g06688.t1	mediator_complex_subunit_30	Med30/
Hhon_g06689.t1		
Hhon_g06690.t1	ribosomal_protein_lateral_stalk_subunit_P1	Ribosomal_60s/
Hhon_g06691.t1	general_transcription_factor_IIIC_subunit_2	WD40/
Hhon_g06692.t1	kinesin_family_member_13A	Kinesin/Kinesin_assoc/Kinesin_assoc/FHA/KIF1B/DUF3694/
Hhon_g06693.t1	pyrroline_5_carboxylate_reductase_2	F420_oxidored/P5CR_dimer/
Hhon_g06694.t1	proteasome_inhibitor_subunit_1	PI31_Prot_N/
Hhon_g06695.t1	protein_tyrosine_phosphatase_4A1	DSPc/
Hhon_g06696.t1	serine_incorporator_1	Serinc/
Hhon_g06697.t1	dynein_axonemal_light_intermediate_chain_1	Ax_dynein_light/
Hhon_g06698.t1	NMD3_ribosome_export_adaptor	NMD3/
Hhon_g06699.t1	leucine_rich_repeat_containing_9	LRR_9/LRR_9/LRR_8/
Hhon_g06700.t1	ubiquitin_protein_ligase_E3_component_n_recognin_5	E3_UbLigase_EDD/PABP/HECT/
Hhon_g06701.t1	RAB32_member_RAS_oncogene_family	Ras/
Hhon_g06702.t1	prolyl_endopeptidase	Peptidase_S9_N/Peptidase_S9/
Hhon_g06703.t1	aristaless_related_homeobox	Homeodomain/
Hhon_g06704.t1	terminal_nucleotidyltransferase_5C	NTP_transf_7/
Hhon_g06705.t1	COP9_signalosome_subunit_6	JAB/MitMem_reg/
Hhon_g06706.t1	karyopherin_subunit_alpha_4	IBB/Arm/Arm/Arm/Arm/Arm/Arm/Arm/Arm_3/
Hhon_g06707.t1		
Hhon_g06708.t1		
Hhon_g06709.t1	tetratricopeptide_repeat_domain_6	F-box-like/FIST/FIST_C/TPR_16/TPR_16/TPR_1/TPR_1/
Hhon_g06710.t1	GPALPP_motifs_containing_1	DUF3752/
Hhon_g06711.t1	RAS_p21_protein_activator_3	C2/C2/RasGAP/PH/BTK/
Hhon_g06712.t1	angiotensin_I_converting_enzyme	Peptidase_M2/Peptidase_M2/
Hhon_g06713.t1	stromal_antigen_2	STAG/
Hhon_g06714.t1	ELOVL_fatty_acid_elongase_6	ELO/
Hhon_g06715.t1	fission_mitochondrial_1	Fis1_TPR_N/Fis1_TPR_C/
Hhon_g06716.t1	ArfGAP_with_FG_repeats_1	ArfGap/
Hhon_g06717.t1	Rho_guanine_nucleotide_exchange_factor_7	SH3_1/RhoGEF/RhoGEF/
Hhon_g06718.t1	transmembrane_9_superfamily_member_2	EMP70/
Hhon_g06719.t1	UBA_domain_containing_2	Rhomboid/UBA/
Hhon_g06720.t1	transmembrane_9_superfamily_member_2	EMP70/
Hhon_g06721.t1	motile_sperm_domain_containing_1	Motile_Sperm/
Hhon_g06722.t1	zinc_finger_CCCH_type_RNA_binding_motif_and_serine_arginine_rich_2	zf-CCCH/
Hhon_g06723.t1	succinate_dehydrogenase_complex_subunit_D	CybS/
Hhon_g06724.t1	intraflagellar_transport_46	IFT46_B_C/
Hhon_g06725.t1	beta_secretase_1	Asp/
Hhon_g06726.t1		
Hhon_g06727.t1	beta_secretase_1	Asp/
Hhon_g06728.t1	beta_secretase_2	Asp/
Hhon_g06729.t1	beta_secretase_2	Asp/
Hhon_g06730.t1		EURL/
Hhon_g06731.t1	centrosomal_protein_164	WW/
Hhon_g06732.t1	N_acetylneuraminate_pyruvate_lyase	LEM/DHDPS/
Hhon_g06733.t1		CPBP/
Hhon_g06734.t1	chromosome_11_open_reading_frame_1	DUF1143/
Hhon_g06735.t1	BBSome_interacting_protein_1	BBIP10/
Hhon_g06736.t1	nicastrin	Ncstrn_small/Nicastrin/RNase_T/
Hhon_g06737.t1	succinate_dehydrogenase_complex_subunit_C	Sdh_cyt/
Hhon_g06738.t1	transmembrane_protein_218	
