orthogroup	transcript	species	gene	name
OG_4426	Tadh_TriadT58555	Tadh	Tadh_TriadG58555	glycine_C_acetyltransferase
OG_4426	TrH2_TrispH2_006581-RA	TrH2	TrH2_TrispH2_006581	glycine_C_acetyltransferase
OG_4427	Hhon_g04291.t1	Hhon	Hhon_g04291.t1	glycine_C_acetyltransferase
OG_4427	Hhon_g00868.t1	Hhon	Hhon_g00868.t1	glycine_C_acetyltransferase
OG_4427	HoiH23_PlH23_003458-RA	HoiH23	HoiH23_PlH23_003458	glycine_C_acetyltransferase
OG_4428	Tadh_TriadT38009	Tadh	Tadh_TriadG38009	transmembrane_p24_trafficking_protein_4
OG_4428	TrH2_TrispH2_006579-RA	TrH2	TrH2_TrispH2_006579	transmembrane_p24_trafficking_protein_4
OG_4428	Hhon_g00870.t1	Hhon	Hhon_g00870.t1	transmembrane_p24_trafficking_protein_4
OG_4428	HoiH23_PlH23_003461-RA	HoiH23	HoiH23_PlH23_003461	transmembrane_p24_trafficking_protein_4
OG_4429	Hhon_g00874.t1	Hhon	Hhon_g00874.t1	
OG_4429	HoiH23_PlH23_003464-RA	HoiH23	HoiH23_PlH23_003464	
OG_4429	Tadh_TriadT58550	Tadh	Tadh_TriadG58550	
OG_4429	Hhon_g00873.t1	Hhon	Hhon_g00873.t1	
OG_4429	TrH2_TrispH2_006576-RA	TrH2	TrH2_TrispH2_006576	
OG_4430	HoiH23_PlH23_003463-RA	HoiH23	HoiH23_PlH23_003463	sortilin_related_VPS10_domain_containing_receptor_2
OG_4430	Hhon_g00872.t1	Hhon	Hhon_g00872.t1	sortilin_related_VPS10_domain_containing_receptor_2
OG_4430	TrH2_TrispH2_006577-RA	TrH2	TrH2_TrispH2_006577	sortilin_related_VPS10_domain_containing_receptor_2
OG_4431	Hhon_g00875.t1	Hhon	Hhon_g00875.t1	
OG_4431	HoiH23_PlH23_003465-RA	HoiH23	HoiH23_PlH23_003465	
OG_4431	Tadh_TriadT58549	Tadh	Tadh_TriadG58549	
OG_4431	TrH2_TrispH2_006575-RA	TrH2	TrH2_TrispH2_006575	
OG_4432	Tadh_TriadT58548	Tadh	Tadh_TriadG58548	UV_stimulated_scaffold_protein_A
OG_4432	HoiH23_PlH23_003466-RA	HoiH23	HoiH23_PlH23_003466	UV_stimulated_scaffold_protein_A
OG_4432	TrH2_TrispH2_006574-RA	TrH2	TrH2_TrispH2_006574	UV_stimulated_scaffold_protein_A
OG_4432	Hhon_g00876.t1	Hhon	Hhon_g00876.t1	UV_stimulated_scaffold_protein_A
OG_4432	Tadh_wf_g12564.t1	Tadh	Tadh_wf_g12564	
OG_4433	Hhon_g00877.t1	Hhon	Hhon_g00877.t1	lectin_mannose_binding_2
OG_4433	TrH2_TrispH2_006573-RA	TrH2	TrH2_TrispH2_006573	lectin_mannose_binding_2
OG_4433	HoiH23_PlH23_003467-RA	HoiH23	HoiH23_PlH23_003467	lectin_mannose_binding_2
OG_4433	Tadh_TriadT28425	Tadh	Tadh_TriadG28425	lectin_mannose_binding_2
OG_4434	TrH2_TrispH2_006569-RA	TrH2	TrH2_TrispH2_006569	
OG_4434	Tadh_TriadT58544	Tadh	Tadh_TriadG58544	
OG_4434	HoiH23_PlH23_003470-RA	HoiH23	HoiH23_PlH23_003470	
OG_4434	Hhon_g00880.t1	Hhon	Hhon_g00880.t1	
OG_4435	HoiH23_PlH23_003473-RA	HoiH23	HoiH23_PlH23_003473	multiple_coagulation_factor_deficiency_2_ER_cargo_receptor_complex_subunit
OG_4435	Hhon_g02224.t1	Hhon	Hhon_g02224.t1	
OG_4436	Hhon_g02225.t1	Hhon	Hhon_g02225.t1	apoptotic_peptidase_activating_factor_1
OG_4436	TrH2_TrispH2_006565-RA	TrH2	TrH2_TrispH2_006565	apoptotic_peptidase_activating_factor_1
OG_4436	Tadh_TriadT58541	Tadh	Tadh_TriadG58541	apoptotic_peptidase_activating_factor_1
OG_4436	HoiH23_PlH23_003474-RA	HoiH23	HoiH23_PlH23_003474	apoptotic_peptidase_activating_factor_1
OG_4437	Hhon_g02226.t1	Hhon	Hhon_g02226.t1	
OG_4437	HoiH23_PlH23_003475-RA	HoiH23	HoiH23_PlH23_003475	
OG_4437	Tadh_TriadT58540	Tadh	Tadh_TriadG58540	
OG_4437	TrH2_TrispH2_006566-RA	TrH2	TrH2_TrispH2_006566	
OG_4438	Hhon_g02227.t1	Hhon	Hhon_g02227.t1	
OG_4438	TrH2_TrispH2_006564-RA	TrH2	TrH2_TrispH2_006564	
OG_4438	HoiH23_PlH23_003476-RA	HoiH23	HoiH23_PlH23_003476	
OG_4438	Tadh_TriadT58539	Tadh	Tadh_TriadG58539	
OG_4439	Tadh_TriadT28382	Tadh	Tadh_TriadG28382	exoribonuclease_1
OG_4439	Hhon_g02228.t1	Hhon	Hhon_g02228.t1	exoribonuclease_1
OG_4439	Tadh_TriadT34627	Tadh	Tadh_TriadG34627	exoribonuclease_1
OG_4439	TrH2_TrispH2_006563-RA	TrH2	TrH2_TrispH2_006563	exoribonuclease_1
OG_4439	HoiH23_PlH23_003477-RA	HoiH23	HoiH23_PlH23_003477	exoribonuclease_1
OG_4440	Tadh_TriadT58537	Tadh	Tadh_TriadG58537	
OG_4440	TrH2_TrispH2_010241-RA	TrH2	TrH2_TrispH2_010241	
OG_4440	Hhon_g02229.t1	Hhon	Hhon_g02229.t1	
OG_4440	TrH2_TrispH2_006562-RA	TrH2	TrH2_TrispH2_006562	
OG_4440	Tadh_TriadT34849	Tadh	Tadh_TriadG34849	
OG_4440	HoiH23_PlH23_003478-RA	HoiH23	HoiH23_PlH23_003478	
OG_4441	Tadh_TriadT58536	Tadh	Tadh_TriadG58536	protein_phosphatase_1_regulatory_subunit_3B
OG_4441	TrH2_TrispH2_010240-RA	TrH2	TrH2_TrispH2_010240	protein_phosphatase_1_regulatory_subunit_3B
OG_4441	Hhon_g02230.t1	Hhon	Hhon_g02230.t1	protein_phosphatase_1_regulatory_subunit_3B
OG_4441	HoiH23_PlH23_003479-RA	HoiH23	HoiH23_PlH23_003479	protein_phosphatase_1_regulatory_subunit_3B
OG_4442	Hhon_g02233.t1	Hhon	Hhon_g02233.t1	protein_phosphatase_1_regulatory_subunit_3C
OG_4442	Tadh_TriadT58532	Tadh	Tadh_TriadG58532	protein_phosphatase_1_regulatory_subunit_3C
OG_4442	TrH2_TrispH2_010237-RA	TrH2	TrH2_TrispH2_010237	protein_phosphatase_1_regulatory_subunit_3C
OG_4442	HoiH23_PlH23_003482-RA	HoiH23	HoiH23_PlH23_003482	protein_phosphatase_1_regulatory_subunit_3B
OG_4443	Hhon_g02234.t1	Hhon	Hhon_g02234.t1	protein_phosphatase_1_regulatory_subunit_3C
OG_4443	Tadh_TriadT28341	Tadh	Tadh_TriadG28341	protein_phosphatase_1_regulatory_subunit_3B
OG_4443	HoiH23_PlH23_003483-RA	HoiH23	HoiH23_PlH23_003483	protein_phosphatase_1_regulatory_subunit_3B
OG_4443	TrH2_TrispH2_010236-RA	TrH2	TrH2_TrispH2_010236	protein_phosphatase_1_regulatory_subunit_3B
OG_4444	Hhon_g02235.t1	Hhon	Hhon_g02235.t1	insulin_degrading_enzyme
OG_4444	Tadh_TriadT28404	Tadh	Tadh_TriadG28404	insulin_degrading_enzyme
OG_4444	TrH2_TrispH2_010235-RA	TrH2	TrH2_TrispH2_010235	insulin_degrading_enzyme
OG_4444	HoiH23_PlH23_003484-RA	HoiH23	HoiH23_PlH23_003484	insulin_degrading_enzyme
OG_4445	HoiH23_PlH23_003486-RA	HoiH23	HoiH23_PlH23_003486	RAB28_member_RAS_oncogene_family
OG_4445	TrH2_TrispH2_010233-RA	TrH2	TrH2_TrispH2_010233	RAB28_member_RAS_oncogene_family
OG_4445	Hhon_g02237.t1	Hhon	Hhon_g02237.t1	RAB28_member_RAS_oncogene_family
OG_4445	Tadh_TriadT58528	Tadh	Tadh_TriadG58528	RAB28_member_RAS_oncogene_family
OG_4446	TrH2_TrispH2_010231-RA	TrH2	TrH2_TrispH2_010231	Rab9_effector_protein_with_kelch_motifs
OG_4446	HoiH23_PlH23_003489-RA	HoiH23	HoiH23_PlH23_003489	Rab9_effector_protein_with_kelch_motifs
OG_4446	Tadh_TriadT58524	Tadh	Tadh_TriadG58524	Rab9_effector_protein_with_kelch_motifs
OG_4446	Hhon_g02240.t1	Hhon	Hhon_g02240.t1	Rab9_effector_protein_with_kelch_motifs
OG_4447	HoiH23_PlH23_003490-RA	HoiH23	HoiH23_PlH23_003490	ring_finger_protein_4
OG_4447	Hhon_g02241.t1	Hhon	Hhon_g02241.t1	ring_finger_protein_4
OG_4447	Hhon_g02242.t1	Hhon	Hhon_g02242.t1	ring_finger_protein_4
OG_4447	Tadh_TriadT58523	Tadh	Tadh_TriadG58523	ring_finger_protein_4
OG_4447	TrH2_TrispH2_010828-RA	TrH2	TrH2_TrispH2_010828	ring_finger_protein_4
OG_4448	Tadh_TriadT62287	Tadh	Tadh_TriadG62287	FtsJ_RNA_2_O_methyltransferase_1
OG_4448	HoiH23_PlH23_009707-RA	HoiH23	HoiH23_PlH23_009707	FtsJ_RNA_2_O_methyltransferase_1
OG_4448	TrH2_TrispH2_010037-RA	TrH2	TrH2_TrispH2_010037	FtsJ_RNA_2_O_methyltransferase_1
OG_4448	Hhon_g09777.t1	Hhon	Hhon_g09777.t1	FtsJ_RNA_2_O_methyltransferase_1
OG_4449	Hhon_g09775.t1	Hhon	Hhon_g09775.t1	RAD51_paralog_B
OG_4449	TrH2_TrispH2_010035-RA	TrH2	TrH2_TrispH2_010035	RAD51_paralog_B
OG_4449	HoiH23_PlH23_009709-RA	HoiH23	HoiH23_PlH23_009709	RAD51_paralog_B
OG_4449	Tadh_wf_g11397.t1	Tadh	Tadh_wf_g11397	RAD51_paralog_B
OG_4450	Tadh_TriadT33900	Tadh	Tadh_TriadG33900	acyl_CoA_dehydrogenase_short_branched_chain
OG_4450	TrH2_TrispH2_010034-RA	TrH2	TrH2_TrispH2_010034	acyl_CoA_dehydrogenase_short_branched_chain
OG_4450	Hhon_g09774.t1	Hhon	Hhon_g09774.t1	acyl_CoA_dehydrogenase_short_branched_chain
OG_4450	HoiH23_PlH23_009710-RA	HoiH23	HoiH23_PlH23_009710	acyl_CoA_dehydrogenase_short_branched_chain
OG_4451	HoiH23_PlH23_009712-RA	HoiH23	HoiH23_PlH23_009712	myotubularin_related_protein_1
OG_4451	TrH2_TrispH2_010032-RA	TrH2	TrH2_TrispH2_010032	myotubularin_related_protein_1
OG_4451	Tadh_TriadT62282	Tadh	Tadh_TriadG62282	myotubularin_related_protein_4
OG_4451	Hhon_g09772.t1	Hhon	Hhon_g09772.t1	myotubularin_related_protein_6
OG_4452	Tadh_TriadT54836	Tadh	Tadh_TriadG54836	
OG_4452	Tadh_TriadT54837	Tadh	Tadh_TriadG54837	
OG_4452	Tadh_TriadT54838	Tadh	Tadh_TriadG54838	
OG_4452	Hhon_g10486.t1	Hhon	Hhon_g10486.t1	
OG_4452	TrH2_TrispH2_002208-RA	TrH2	TrH2_TrispH2_002208	
OG_4452	HoiH23_PlH23_011442-RA	HoiH23	HoiH23_PlH23_011442	
OG_4452	TrH2_TrispH2_002209-RA	TrH2	TrH2_TrispH2_002209	
OG_4452	TrH2_TrispH2_002210-RA	TrH2	TrH2_TrispH2_002210	
OG_4453	Hhon_g10484.t1	Hhon	Hhon_g10484.t1	
OG_4453	HoiH23_PlH23_011443-RA	HoiH23	HoiH23_PlH23_011443	
OG_4454	Hhon_g04308.t1	Hhon	Hhon_g04308.t1	heat_shock_protein_family_H_Hsp110_member_1
OG_4454	HoiH23_PlH23_003115-RA	HoiH23	HoiH23_PlH23_003115	heat_shock_protein_family_H_Hsp110_member_1
OG_4454	TrH2_TrispH2_001107-RA	TrH2	TrH2_TrispH2_001107	heat_shock_protein_family_H_Hsp110_member_1
OG_4454	Tadh_TriadT25019	Tadh	Tadh_TriadG25019	heat_shock_protein_family_H_Hsp110_member_1
OG_4455	Tadh_TriadT56337	Tadh	Tadh_TriadG56337	motile_sperm_domain_containing_2
OG_4455	HoiH23_PlH23_003114-RA	HoiH23	HoiH23_PlH23_003114	motile_sperm_domain_containing_2
OG_4455	TrH2_TrispH2_001108-RA	TrH2	TrH2_TrispH2_001108	motile_sperm_domain_containing_2
OG_4456	Tadh_TriadT56332	Tadh	Tadh_TriadG56332	protein_phosphatase_with_EF_hand_domain_2
OG_4456	TrH2_TrispH2_001103-RA	TrH2	TrH2_TrispH2_001103	protein_phosphatase_with_EF_hand_domain_2
OG_4456	Hhon_g04303.t1	Hhon	Hhon_g04303.t1	protein_phosphatase_with_EF_hand_domain_2
OG_4456	HoiH23_PlH23_003120-RA	HoiH23	HoiH23_PlH23_003120	protein_phosphatase_with_EF_hand_domain_2
OG_4457	Hhon_g04300.t1	Hhon	Hhon_g04300.t1	nudix_hydrolase_6
OG_4457	Tadh_TriadT56328	Tadh	Tadh_TriadG56328	nudix_hydrolase_6
OG_4457	HoiH23_PlH23_003123-RA	HoiH23	HoiH23_PlH23_003123	nudix_hydrolase_6
OG_4457	TrH2_TrispH2_001100-RA	TrH2	TrH2_TrispH2_001100	nudix_hydrolase_6
OG_4458	Hhon_g04298.t1	Hhon	Hhon_g04298.t1	Homeodomains.HG6.7:POU4F1/POU4F2/POU4F3
OG_4458	Tadh_TriadT25765	Tadh	Tadh_TriadG25765	Homeodomains.HG6.7:POU4F1/POU4F2/POU4F3
OG_4458	TrH2_TrispH2_001098-RA	TrH2	TrH2_TrispH2_001098	Homeodomains.HG6.7:POU4F1/POU4F2/POU4F3
OG_4458	HoiH23_PlH23_003125-RA	HoiH23	HoiH23_PlH23_003125	Homeodomains.HG6.7:POU4F1/POU4F2/POU4F3
OG_4459	HoiH23_PlH23_003126-RA	HoiH23	HoiH23_PlH23_003126	ATPase_copper_transporting_beta
OG_4459	Tadh_TriadT25021	Tadh	Tadh_TriadG25021	ATPase_copper_transporting_beta
OG_4459	TrH2_TrispH2_001097-RA	TrH2	TrH2_TrispH2_001097	ATPase_copper_transporting_beta
OG_4459	Hhon_g04297.t1	Hhon	Hhon_g04297.t1	ATPase_copper_transporting_beta
OG_4460	HoiH23_PlH23_003129-RA	HoiH23	HoiH23_PlH23_003129	ATPase_copper_transporting_alpha
OG_4460	Hhon_g04290.t1	Hhon	Hhon_g04290.t1	ATPase_copper_transporting_alpha
OG_4460	TrH2_TrispH2_001095-RA	TrH2	TrH2_TrispH2_001095	ATPase_copper_transporting_beta
OG_4460	Tadh_TriadT56322	Tadh	Tadh_TriadG56322	ATPase_copper_transporting_beta
OG_4460	Tadh_TriadT56323	Tadh	Tadh_TriadG56323	ATPase_copper_transporting_alpha
OG_4461	TrH2_TrispH2_001093-RA	TrH2	TrH2_TrispH2_001093	iodothyronine_deiodinase_1
OG_4461	TrH2_TrispH2_001094-RA	TrH2	TrH2_TrispH2_001094	
OG_4461	Tadh_TriadT56321	Tadh	Tadh_TriadG56321	iodothyronine_deiodinase_1
OG_4461	Tadh_wf_g5165.t1	Tadh	Tadh_wf_g5165	
OG_4461	HoiH23_PlH23_003130-RA	HoiH23	HoiH23_PlH23_003130	iodothyronine_deiodinase_1
OG_4461	Hhon_g04288.t1	Hhon	Hhon_g04288.t1	iodothyronine_deiodinase_1
OG_4461	Hhon_g04289.t1	Hhon	Hhon_g04289.t1	iodothyronine_deiodinase_1
OG_4462	Hhon_g09557.t1	Hhon	Hhon_g09557.t1	
OG_4462	Hhon_g09558.t1	Hhon	Hhon_g09558.t1	
OG_4462	HoiH23_PlH23_003133-RA	HoiH23	HoiH23_PlH23_003133	
OG_4462	HoiH23_PlH23_003134-RA	HoiH23	HoiH23_PlH23_003134	
OG_4462	HoiH23_PlH23_004369-RA	HoiH23	HoiH23_PlH23_004369	
OG_4462	HoiH23_PlH23_004370-RA	HoiH23	HoiH23_PlH23_004370	
OG_4462	Hhon_g06881.t1	Hhon	Hhon_g06881.t1	
OG_4462	Hhon_g06882.t1	Hhon	Hhon_g06882.t1	
OG_4462	Hhon_g06883.t1	Hhon	Hhon_g06883.t1	
OG_4462	TrH2_TrispH2_005321-RA	TrH2	TrH2_TrispH2_005321	
OG_4462	Tadh_TriadT58793	Tadh	Tadh_TriadG58793	
OG_4463	HoiH23_PlH23_003135-RA	HoiH23	HoiH23_PlH23_003135	Rho_GDP_dissociation_inhibitor_alpha
OG_4463	Hhon_g11814.t1	Hhon	Hhon_g11814.t1	Rho_GDP_dissociation_inhibitor_alpha
OG_4464	HoiH23_PlH23_003136-RA	HoiH23	HoiH23_PlH23_003136	androglobin
OG_4464	Hhon_g05093.t1	Hhon	Hhon_g05093.t1	androglobin
OG_4464	Tadh_TriadT56318	Tadh	Tadh_TriadG56318	androglobin
OG_4464	TrH2_TrispH2_001090-RA	TrH2	TrH2_TrispH2_001090	androglobin
OG_4465	Tadh_TriadT25101	Tadh	Tadh_TriadG25101	charged_multivesicular_body_protein_2A
OG_4465	TrH2_TrispH2_001080-RA	TrH2	TrH2_TrispH2_001080	charged_multivesicular_body_protein_2A
OG_4465	Hhon_g05103.t1	Hhon	Hhon_g05103.t1	charged_multivesicular_body_protein_2A
OG_4465	HoiH23_PlH23_003147-RA	HoiH23	HoiH23_PlH23_003147	charged_multivesicular_body_protein_2A
OG_4466	Hhon_g05105.t1	Hhon	Hhon_g05105.t1	RAB29_member_RAS_oncogene_family
OG_4466	TrH2_TrispH2_001078-RA	TrH2	TrH2_TrispH2_001078	RAB29_member_RAS_oncogene_family
OG_4466	Tadh_TriadT56305	Tadh	Tadh_TriadG56305	RAB29_member_RAS_oncogene_family
OG_4466	HoiH23_PlH23_003149-RA	HoiH23	HoiH23_PlH23_003149	RAB29_member_RAS_oncogene_family
OG_4467	TrH2_TrispH2_001077-RA	TrH2	TrH2_TrispH2_001077	GUF1_homolog_GTPase
OG_4467	HoiH23_PlH23_003150-RA	HoiH23	HoiH23_PlH23_003150	GUF1_homolog_GTPase
OG_4467	Tadh_TriadT56304	Tadh	Tadh_TriadG56304	GUF1_homolog_GTPase
OG_4467	Hhon_g05106.t1	Hhon	Hhon_g05106.t1	GUF1_homolog_GTPase
OG_4468	Hhon_g05107.t1	Hhon	Hhon_g05107.t1	FIG4_phosphoinositide_5_phosphatase
OG_4468	HoiH23_PlH23_003151-RA	HoiH23	HoiH23_PlH23_003151	FIG4_phosphoinositide_5_phosphatase
OG_4468	Tadh_TriadT56303	Tadh	Tadh_TriadG56303	FIG4_phosphoinositide_5_phosphatase
OG_4468	TrH2_TrispH2_001076-RA	TrH2	TrH2_TrispH2_001076	FIG4_phosphoinositide_5_phosphatase
OG_4469	TrH2_TrispH2_007338-RA	TrH2	TrH2_TrispH2_007338	neuromedin_U_receptor_2
OG_4469	HoiH23_PlH23_005919-RA	HoiH23	HoiH23_PlH23_005919	neuropeptide_FF_receptor_2
OG_4469	HoiH23_PlH23_005920-RA	HoiH23	HoiH23_PlH23_005920	
OG_4469	HoiH23_PlH23_005921-RA	HoiH23	HoiH23_PlH23_005921	melanocortin_1_receptor
OG_4469	Tadh_wf_g8199.t1	Tadh	Tadh_wf_g8199	neuromedin_U_receptor_1
OG_4469	TrH2_TrispH2_007337-RA	TrH2	TrH2_TrispH2_007337	neuromedin_U_receptor_1
OG_4469	Tadh_wf_g8200.t1	Tadh	Tadh_wf_g8200	neuromedin_U_receptor_2
OG_4470	HoiH23_PlH23_005918-RA	HoiH23	HoiH23_PlH23_005918	neuromedin_U_receptor_1
OG_4470	HoiH23_PlH23_011169-RA	HoiH23	HoiH23_PlH23_011169	
OG_4470	HoiH23_PlH23_011176-RA	HoiH23	HoiH23_PlH23_011176	neuromedin_U_receptor_1
OG_4470	HoiH23_PlH23_011177-RA	HoiH23	HoiH23_PlH23_011177	
OG_4470	HoiH23_PlH23_011175-RA	HoiH23	HoiH23_PlH23_011175	neuromedin_U_receptor_1
OG_4470	TrH2_TrispH2_007340-RA	TrH2	TrH2_TrispH2_007340	neuropeptide_FF_receptor_2
OG_4470	HoiH23_PlH23_011174-RA	HoiH23	HoiH23_PlH23_011174	
OG_4470	Tadh_wf_g8202.t1	Tadh	Tadh_wf_g8202	neuropeptide_FF_receptor_2
OG_4470	HoiH23_PlH23_007647-RA	HoiH23	HoiH23_PlH23_007647	neuromedin_U_receptor_2
OG_4471	HoiH23_PlH23_005922-RA	HoiH23	HoiH23_PlH23_005922	growth_hormone_secretagogue_receptor
OG_4471	HoiH23_PlH23_011438-RA	HoiH23	HoiH23_PlH23_011438	neuromedin_U_receptor_2
OG_4471	HoiH23_PlH23_011440-RA	HoiH23	HoiH23_PlH23_011440	neuromedin_U_receptor_2
OG_4471	Tadh_wf_g11872.t1	Tadh	Tadh_wf_g11872	
OG_4471	Tadh_TriadT34883	Tadh	Tadh_TriadG34883	dopamine_receptor_D2
OG_4471	Tadh_wf_g8196.t1	Tadh	Tadh_wf_g8196	dopamine_receptor_D2
OG_4471	HoiH23_PlH23_008016-RA	HoiH23	HoiH23_PlH23_008016	dopamine_receptor_D2
OG_4471	HoiH23_PlH23_008017-RA	HoiH23	HoiH23_PlH23_008017	neuromedin_U_receptor_2
OG_4471	HoiH23_PlH23_011437-RA	HoiH23	HoiH23_PlH23_011437	dopamine_receptor_D2
OG_4471	HoiH23_PlH23_010272-RA	HoiH23	HoiH23_PlH23_010272	
OG_4471	HoiH23_PlH23_010274-RA	HoiH23	HoiH23_PlH23_010274	neuropeptide_FF_receptor_2
OG_4471	TrH2_TrispH2_002092-RA	TrH2	TrH2_TrispH2_002092	dopamine_receptor_D2
OG_4471	TrH2_TrispH2_012104-RA	TrH2	TrH2_TrispH2_012104	dopamine_receptor_D2
OG_4471	HoiH23_PlH23_011921-RA	HoiH23	HoiH23_PlH23_011921	dopamine_receptor_D2
OG_4471	HoiH23_PlH23_008018-RA	HoiH23	HoiH23_PlH23_008018	neuromedin_U_receptor_1
OG_4471	TrH2_TrispH2_011966-RA	TrH2	TrH2_TrispH2_011966	
OG_4471	TrH2_TrispH2_011967-RA	TrH2	TrH2_TrispH2_011967	
OG_4471	HoiH23_PlH23_008019-RA	HoiH23	HoiH23_PlH23_008019	neuromedin_U_receptor_2
OG_4471	Hhon_g09118.t1	Hhon	Hhon_g09118.t1	neuromedin_U_receptor_2
OG_4471	Hhon_g09119.t1	Hhon	Hhon_g09119.t1	olfactory_receptor_family_2_subfamily_M_member_4
OG_4471	Tadh_wf_g8198.t1	Tadh	Tadh_wf_g8198	
OG_4471	HoiH23_PlH23_008014-RA	HoiH23	HoiH23_PlH23_008014	dopamine_receptor_D2
OG_4471	TrH2_TrispH2_012209-RA	TrH2	TrH2_TrispH2_012209	neuromedin_U_receptor_2
OG_4471	Tadh_wf_g11698.t1	Tadh	Tadh_wf_g11698	dopamine_receptor_D2
OG_4471	TrH2_TrispH2_007336-RA	TrH2	TrH2_TrispH2_007336	growth_hormone_secretagogue_receptor
OG_4471	Tadh_wf_g8201.t1	Tadh	Tadh_wf_g8201	5_hydroxytryptamine_receptor_1E
OG_4471	Hhon_g09117.t1	Hhon	Hhon_g09117.t1	
OG_4471	TrH2_TrispH2_011965-RA	TrH2	TrH2_TrispH2_011965	dopamine_receptor_D2
OG_4471	TrH2_TrispH2_012103-RA	TrH2	TrH2_TrispH2_012103	G_protein_coupled_receptor_39
OG_4471	TrH2_TrispH2_007339-RA	TrH2	TrH2_TrispH2_007339	5_hydroxytryptamine_receptor_1E
OG_4472	Hhon_g01267.t1	Hhon	Hhon_g01267.t1	adenylate_kinase_8
OG_4472	Tadh_TriadT53152	Tadh	Tadh_TriadG53152	adenylate_kinase_8
OG_4472	TrH2_TrispH2_003077-RA	TrH2	TrH2_TrispH2_003077	adenylate_kinase_8
OG_4472	HoiH23_PlH23_009867-RA	HoiH23	HoiH23_PlH23_009867	adenylate_kinase_8
OG_4473	HoiH23_PlH23_009870-RA	HoiH23	HoiH23_PlH23_009870	SCY1_like_pseudokinase_3
OG_4473	TrH2_TrispH2_003074-RA	TrH2	TrH2_TrispH2_003074	SCY1_like_pseudokinase_3
OG_4473	Hhon_g01262.t1	Hhon	Hhon_g01262.t1	SCY1_like_pseudokinase_3
OG_4473	Tadh_TriadT53149	Tadh	Tadh_TriadG53149	SCY1_like_pseudokinase_3
OG_4474	Hhon_g00309.t1	Hhon	Hhon_g00309.t1	ArfGAP_with_dual_PH_domains_1
OG_4474	HoiH23_PlH23_008698-RA	HoiH23	HoiH23_PlH23_008698	ArfGAP_with_dual_PH_domains_1
OG_4474	TrH2_TrispH2_009372-RA	TrH2	TrH2_TrispH2_009372	ArfGAP_with_dual_PH_domains_2
OG_4474	Tadh_TriadT53982	Tadh	Tadh_TriadG53982	ArfGAP_with_dual_PH_domains_2
OG_4475	TrH2_TrispH2_009374-RA	TrH2	TrH2_TrispH2_009374	nucleotide_binding_protein_1
OG_4475	Tadh_TriadT53984	Tadh	Tadh_TriadG53984	nucleotide_binding_protein_1
OG_4475	HoiH23_PlH23_008700-RA	HoiH23	HoiH23_PlH23_008700	nucleotide_binding_protein_1
OG_4475	Hhon_g00307.t1	Hhon	Hhon_g00307.t1	nucleotide_binding_protein_1
OG_4476	HoiH23_PlH23_008703-RA	HoiH23	HoiH23_PlH23_008703	RAB37_member_RAS_oncogene_family
OG_4476	TrH2_TrispH2_009377-RA	TrH2	TrH2_TrispH2_009377	RAB37_member_RAS_oncogene_family
OG_4476	Tadh_TriadT20540	Tadh	Tadh_TriadG20540	RAB37_member_RAS_oncogene_family
OG_4476	Hhon_g00305.t1	Hhon	Hhon_g00305.t1	RAB37_member_RAS_oncogene_family
OG_4477	Hhon_g00303.t1	Hhon	Hhon_g00303.t1	peptidylprolyl_isomerase_F
OG_4477	HoiH23_PlH23_008705-RA	HoiH23	HoiH23_PlH23_008705	peptidylprolyl_isomerase_F
OG_4477	Tadh_TriadT49935	Tadh	Tadh_TriadG49935	peptidylprolyl_isomerase_F
OG_4477	TrH2_TrispH2_009380-RA	TrH2	TrH2_TrispH2_009380	peptidylprolyl_isomerase_F
OG_4478	Tadh_TriadT49936	Tadh	Tadh_TriadG49936	ATP_binding_cassette_subfamily_A_member_3
OG_4478	Hhon_g00301.t1	Hhon	Hhon_g00301.t1	ATP_binding_cassette_subfamily_A_member_3
OG_4478	HoiH23_PlH23_008707-RA	HoiH23	HoiH23_PlH23_008707	ATP_binding_cassette_subfamily_A_member_3
OG_4478	TrH2_TrispH2_009381-RA	TrH2	TrH2_TrispH2_009381	ATP_binding_cassette_subfamily_A_member_3
OG_4479	Tadh_wf_g2764.t1	Tadh	Tadh_wf_g2764	centrosomal_protein_112
OG_4479	TrH2_TrispH2_011878-RA	TrH2	TrH2_TrispH2_011878	centrosomal_protein_112
OG_4479	HoiH23_PlH23_008708-RA	HoiH23	HoiH23_PlH23_008708	centrosomal_protein_112
OG_4479	TrH2_TrispH2_009382-RA	TrH2	TrH2_TrispH2_009382	centrosomal_protein_112
OG_4479	Hhon_g00300.t1	Hhon	Hhon_g00300.t1	centrosomal_protein_112
OG_4479	Tadh_TriadT62460	Tadh	Tadh_TriadG62460	
OG_4479	Tadh_wf_g12401.t1	Tadh	Tadh_wf_g12401	
OG_4480	TrH2_TrispH2_011794-RA	TrH2	TrH2_TrispH2_011794	ornithine_decarboxylase_1
OG_4480	TrH2_TrispH2_011795-RA	TrH2	TrH2_TrispH2_011795	antizyme_inhibitor_2
OG_4480	Tadh_wf_g11509.t1	Tadh	Tadh_wf_g11509	ornithine_decarboxylase_1
OG_4480	TrH2_TrispH2_011957-RA	TrH2	TrH2_TrispH2_011957	ornithine_decarboxylase_1
OG_4480	Tadh_TriadT62377	Tadh	Tadh_TriadG62377	ornithine_decarboxylase_1
